Compound,Class,Bandgap,Bandgap_nature,Kpoints_edge
OCN-F-Cu,Metal,0.0,NA,NA
OCN-F-Fe,Metal,0.0,NA,NA
OCN-F-Mg,Non-metal,2.9475,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-F-Mn,Non-metal,1.3849999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-F-Ni,Non-metal,0.7496999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
OCN-F-Pb,Non-metal,2.003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-F-Pd,Metal,0.0,NA,NA
OCN-F-Pt,Metal,0.0,NA,NA
OCN-F-Sr,Non-metal,3.4751000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-F-Zn,Non-metal,1.5049000000000006,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-I-Ba,Non-metal,3.9063000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-I-Be,Non-metal,2.1843000000000004,Indirect,"(0.143,-0.000,0.000)-(0.000,0.000,0.000)"
OCN-I-Ca,Non-metal,3.319,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-I-Cd,Non-metal,1.5926,Indirect,"(0.143,0.000,0.000)-(0.000,0.000,0.000)"
OCN-I-Co,Metal,0.0,NA,NA
OCN-I-Cu,Metal,0.0,NA,NA
OCN-I-Fe,Metal,0.0,NA,NA
OCN-I-Mg,Non-metal,2.5559000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-I-Mn,Non-metal,1.1814,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-I-Ni,Metal,0.0,NA,NA
OCN-I-Pb,Non-metal,2.3804,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OCN-I-Pd,Metal,0.0,NA,NA
OCN-I-Pt,Metal,0.0,NA,NA
OCN-I-Sr,Non-metal,3.5256999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-I-Zn,Non-metal,1.6488,Indirect,"(0.143,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NC-Ba,Non-metal,4.7445,Indirect,"(0.381,-0.000,0.000)-(0.000,0.000,0.000)"
OCN-NC-Be,Non-metal,1.66,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NC-Ca,Non-metal,4.282,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NC-Cd,Non-metal,2.2758999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NC-Co,Metal,0.0,NA,NA
OCN-NC-Cu,Metal,0.0,NA,NA
OCN-NC-Fe,Non-metal,0.19119999999999981,Indirect,"(0.095,0.048,0.000)-(0.048,0.048,0.000)"
OCN-NC-Mg,Non-metal,3.3655,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NC-Mn,Non-metal,0.9689000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
OCN-NC-Ni,Non-metal,0.5222000000000002,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OCN-NCO-Ba,Non-metal,3.9869000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NCO-Be,Non-metal,2.5393,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NCO-Ca,Non-metal,3.7433,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NCO-Cd,Non-metal,1.7192999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NCO-Co,Metal,0.0,NA,NA
OCN-NCO-Cu,Metal,0.0,NA,NA
OCN-NCO-Fe,Metal,0.0,NA,NA
OCN-NCO-Mg,Non-metal,3.2093999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NCO-Mn,Non-metal,1.2877,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NCO-Ni,Non-metal,0.6257000000000001,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OCN-NCO-Pb,Non-metal,1.7626000000000004,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OCN-NCO-Pd,Non-metal,0.16049999999999986,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OCN-NCO-Pt,Non-metal,0.09480000000000022,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OCN-NCO-Sr,Non-metal,3.8179,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NCO-Zn,Non-metal,2.1155,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NC-Pb,Non-metal,2.235,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OCN-NC-Pd,Non-metal,0.04589999999999961,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OCN-NC-Pt,Non-metal,0.09060000000000024,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OCN-NCS-Ba,Non-metal,3.5220999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NCS-Be,Non-metal,1.2920999999999998,Indirect,"(0.048,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NCS-Ca,Non-metal,3.4712,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
OCN-NCS-Cd,Non-metal,1.9166999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NCS-Co,Metal,0.0,NA,NA
OCN-NCS-Cu,Metal,0.0,NA,NA
OCN-NCS-Fe,Non-metal,0.26680000000000015,Indirect,"(0.095,0.095,0.000)-(0.143,0.143,0.000)"
OCN-NCS-Mg,Non-metal,2.5953,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
OCN-NCS-Mn,Non-metal,0.7960999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NCS-Ni,Non-metal,0.15160000000000018,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OCN-NCS-Pb,Non-metal,1.8637000000000001,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OCN-NCS-Pd,Metal,0.0,NA,NA
OCN-NCS-Pt,Metal,0.0,NA,NA
OCN-NC-Sr,Non-metal,4.4383,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NCS-Sr,Non-metal,3.4794,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OCN-NCS-Zn,Non-metal,1.8592000000000002,Indirect,"(0.048,0.000,0.000)-(-0.476,0.476,0.000)"
OCN-NC-Zn,Non-metal,2.1459,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NO-Ba,Non-metal,1.3599,Indirect,"(0.333,0.333,0.000)-(0.190,0.143,0.000)"
OCN-NO-Be,Metal,0.0,NA,NA
OCN-NO-Ca,Non-metal,1.3703999999999996,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NO-Cd,Metal,0.0,NA,NA
OCN-NO-Co,Metal,0.0,NA,NA
OCN-NO-Cu,Metal,0.0,NA,NA
OCN-NO-Fe,Metal,0.0,NA,NA
OCN-NO-Mg,Non-metal,0.01880000000000015,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NO-Mn,Non-metal,0.14100000000000001,Indirect,"(0.333,0.333,0.000)-(0.476,0.048,0.000)"
OCN-NO-Ni,Non-metal,0.17180000000000017,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OCN-NO-Pb,Non-metal,0.2091999999999996,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OCN-NO-Pd,Non-metal,0.13020000000000032,Indirect,"(0.333,0.333,0.000)-(0.476,0.048,0.000)"
OCN-NO-Pt,Non-metal,0.3950999999999998,Indirect,"(0.333,0.333,0.000)-(0.476,0.048,0.000)"
OCN-NO-Sr,Non-metal,1.4800999999999997,Indirect,"(0.333,0.333,0.000)-(0.333,0.000,0.000)"
OCN-NO-Zn,Metal,0.0,NA,NA
OH-Br-Ba,Non-metal,3.4517,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Br-Be,Non-metal,1.2338,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Br-Ca,Non-metal,2.8007999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Br-Cd,Non-metal,2.0174000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Br-Co,Non-metal,0.0867,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-Br-Cu,Metal,0.0,NA,NA
OH-Br-Fe,Metal,0.0,NA,NA
OH-Br-Mg,Non-metal,1.7305,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Br-Mn,Non-metal,0.7735000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Br-Ni,Non-metal,0.45169999999999977,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OH-Br-Pb,Non-metal,2.402,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-Br-Pd,Metal,0.0,NA,NA
OH-Br-Pt,Metal,0.0,NA,NA
OH-Br-Sr,Non-metal,3.1140000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Br-Zn,Non-metal,1.8588,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Cl-Ba,Non-metal,3.9962,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Cl-Be,Non-metal,1.9033000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Cl-Ca,Non-metal,3.7308999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Cl-Cd,Non-metal,2.7256,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Cl-Co,Non-metal,0.10299999999999998,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OH-Cl-Cu,Metal,0.0,NA,NA
OH-Cl-Fe,Metal,0.0,NA,NA
OH-Cl-Mg,Non-metal,2.8489999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Cl-Mn,Non-metal,0.6295999999999999,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-Cl-Ni,Non-metal,0.8707999999999998,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OH-Cl-Pb,Non-metal,2.4157,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-Cl-Pd,Non-metal,0.14490000000000025,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OH-Cl-Pt,Metal,0.0,NA,NA
OH-Cl-Sr,Non-metal,3.9095,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-Cl-Zn,Non-metal,2.6483999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-CN-Ba,Non-metal,4.0216,Indirect,"(0.190,0.190,0.000)-(0.000,0.000,0.000)"
OH-CN-Be,Non-metal,1.9021,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-CN-Ca,Non-metal,3.8350999999999997,Indirect,"(0.476,0.048,0.000)-(0.000,0.000,0.000)"
OH-CN-Cd,Non-metal,3.162,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-CN-Co,Metal,0.0,NA,NA
OH-CN-Cu,Metal,0.0,NA,NA
OH-CN-Fe,Metal,0.0,NA,NA
OH-CN-Mg,Non-metal,3.2586,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-CN-Mn,Metal,0.0,NA,NA
OH-CN-Ni,Non-metal,0.03799999999999981,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OH-CN-Pb,Non-metal,3.0797999999999996,Indirect,"(0.095,0.095,0.000)-(0.095,0.095,0.000)"
OH-CN-Pd,Metal,0.0,NA,NA
OH-CN-Pt,Metal,0.0,NA,NA
OH-CN-Sr,Non-metal,3.942,Indirect,"(0.190,0.190,0.000)-(0.000,0.000,0.000)"
OH-CN-Zn,Non-metal,2.9765,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-F-Ba,Non-metal,4.1255,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-F-Be,Non-metal,3.3342000000000005,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-F-Ca,Non-metal,4.4248,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-F-Cd,Non-metal,2.8378000000000005,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-F-Co,Non-metal,0.1180000000000001,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OH-F-Cu,Metal,0.0,NA,NA
OH-F-Fe,Metal,0.0,NA,NA
OH-F-Mg,Non-metal,4.1173,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-F-Mn,Non-metal,0.5645,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
OH-F-Ni,Non-metal,1.2793999999999999,Indirect,"(0.143,0.048,0.000)-(0.381,0.000,0.000)"
OH-F-Pb,Non-metal,2.4438,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-F-Pd,Metal,0.0,NA,NA
OH-F-Pt,Metal,0.0,NA,NA
OH-F-Sr,Non-metal,4.2812,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-F-Zn,Non-metal,3.0375999999999994,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-I-Ba,Non-metal,2.4981,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-I-Be,Non-metal,0.7922,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-I-Ca,Non-metal,1.4974,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-I-Cd,Non-metal,1.0453,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-I-Co,Metal,0.0,NA,NA
OH-I-Cu,Metal,0.0,NA,NA
OH-I-Fe,Metal,0.0,NA,NA
OH-I-Mg,Non-metal,0.5212999999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-I-Mn,Metal,0.0,NA,NA
OH-I-Ni,Metal,0.0,NA,NA
OH-I-Pb,Non-metal,2.5666,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-I-Pd,Metal,0.0,NA,NA
OH-I-Pt,Metal,0.0,NA,NA
OH-I-Sr,Non-metal,1.9925000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-I-Zn,Non-metal,0.8583999999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NC-Ba,Non-metal,3.5181999999999998,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NC-Be,Non-metal,1.5703000000000003,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NC-Ca,Non-metal,3.0469999999999997,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NC-Cd,Non-metal,2.4706,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NC-Co,Metal,0.0,NA,NA
OH-NC-Cu,Metal,0.0,NA,NA
OH-NC-Fe,Metal,0.0,NA,NA
OH-NC-Mg,Non-metal,2.4722,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NC-Mn,Non-metal,0.4707999999999999,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
OH-NC-Ni,Non-metal,0.7881,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OH-NCO-Ba,Non-metal,3.6391,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCO-Be,Non-metal,2.4636,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCO-Ca,Non-metal,3.5327,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCO-Cd,Non-metal,2.7656,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCO-Co,Metal,0.0,NA,NA
OH-NCO-Cu,Metal,0.0,NA,NA
OH-NCO-Fe,Non-metal,0.12170000000000003,Indirect,"(0.333,0.333,0.000)-(0.095,0.095,0.000)"
OH-NCO-Mg,Non-metal,3.1195,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCO-Mn,Non-metal,1.2313999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCO-Ni,Non-metal,1.035,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OH-NCO-Pb,Non-metal,2.1708,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NCO-Pd,Non-metal,0.3025000000000002,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OH-NCO-Pt,Non-metal,0.1662999999999999,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OH-NCO-Sr,Non-metal,3.6033000000000004,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCO-Zn,Non-metal,2.8415999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NC-Pb,Non-metal,2.7034000000000002,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NC-Pd,Non-metal,0.013000000000000345,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OH-NC-Pt,Non-metal,0.031200000000000117,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OH-NCS-Ba,Non-metal,2.4055,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCS-Be,Non-metal,0.4339,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCS-Ca,Non-metal,1.8689,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCS-Cd,Non-metal,1.2177,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCS-Co,Metal,0.0,NA,NA
OH-NCS-Cu,Metal,0.0,NA,NA
OH-NCS-Fe,Non-metal,0.1791,Indirect,"(0.095,0.095,0.000)-(0.190,0.190,0.000)"
OH-NCS-Mg,Non-metal,1.1461999999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCS-Mn,Non-metal,0.23919999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCS-Ni,Non-metal,0.16860000000000003,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
OH-NCS-Pb,Non-metal,1.7400999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCS-Pd,Metal,0.0,NA,NA
OH-NCS-Pt,Metal,0.0,NA,NA
OH-NC-Sr,Non-metal,3.2218,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NCS-Sr,Non-metal,2.0963,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NCS-Zn,Non-metal,1.0326,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NC-Zn,Non-metal,2.3361,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NO-Ba,Non-metal,1.3511,Indirect,"(0.333,0.333,0.000)-(0.190,0.000,0.000)"
OH-NO-Be,Metal,0.0,NA,NA
OH-NO-Ca,Non-metal,1.2397,Indirect,"(0.000,0.000,0.000)-(0.476,0.048,0.000)"
OH-NO-Cd,Metal,0.0,NA,NA
OH-NO-Co,Metal,0.0,NA,NA
OH-NO-Cu,Metal,0.0,NA,NA
OH-NO-Fe,Metal,0.0,NA,NA
OH-NO-Mg,Metal,0.0,NA,NA
OH-NO-Mn,Non-metal,0.14349999999999996,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-NO-Ni,Non-metal,0.6074999999999999,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
OH-NO-Pb,Non-metal,0.027200000000000113,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
OH-NO-Pd,Non-metal,0.3094000000000001,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
OH-NO-Pt,Non-metal,0.5778000000000001,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
OH-NO-Sr,Non-metal,0.9218999999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-NO-Zn,Metal,0.0,NA,NA
OH-OCN-Ba,Non-metal,3.1303,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-OCN-Be,Non-metal,0.4024000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-OCN-Ca,Non-metal,2.5527000000000006,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-OCN-Cd,Non-metal,0.7725000000000004,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-OCN-Co,Non-metal,0.000700000000000145,Indirect,"(0.143,0.095,0.000)-(0.000,0.000,0.000)"
OH-OCN-Cu,Metal,0.0,NA,NA
OH-OCN-Fe,Non-metal,0.3100999999999998,Indirect,"(-0.190,0.095,0.000)-(0.333,0.333,0.000)"
OH-OCN-Mg,Non-metal,1.5682999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-OCN-Mn,Non-metal,0.7096,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-OCN-Ni,Non-metal,0.7019000000000002,Indirect,"(0.000,0.000,0.000)-(0.429,0.000,0.000)"
OH-OCN-Pb,Non-metal,1.4900000000000002,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-OCN-Pd,Metal,0.0,NA,NA
OH-OCN-Pt,Metal,0.0,NA,NA
OH-OCN-Sr,Non-metal,2.8005,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-OCN-Zn,Non-metal,0.8498999999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SCN-Ba,Non-metal,2.5311000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SCN-Be,Non-metal,1.7507000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SCN-Ca,Non-metal,1.9235000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SCN-Cd,Non-metal,1.2216999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SCN-Co,Metal,0.0,NA,NA
OH-SCN-Cu,Metal,0.0,NA,NA
OH-SCN-Fe,Metal,0.0,NA,NA
OH-SCN-Mg,Non-metal,1.4542000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SCN-Mn,Non-metal,0.15359999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SCN-Ni,Non-metal,0.17910000000000004,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
OH-SCN-Pb,Non-metal,1.8367,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-SCN-Pd,Metal,0.0,NA,NA
OH-SCN-Pt,Metal,0.0,NA,NA
OH-SCN-Sr,Non-metal,2.137,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SCN-Zn,Non-metal,1.5224000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SH-Ba,Non-metal,2.654,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SH-Be,Non-metal,1.6139000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SH-Ca,Non-metal,2.0961999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SH-Cd,Non-metal,1.6177,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SH-Co,Metal,0.0,NA,NA
OH-SH-Cu,Metal,0.0,NA,NA
OH-SH-Fe,Non-metal,1.0388000000000002,Indirect,"(-0.381,0.190,0.000)-(0.000,0.000,0.000)"
OH-SH-Mg,Non-metal,1.5182000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SH-Mn,Metal,0.0,NA,NA
OH-SH-Ni,Non-metal,0.15460000000000007,Indirect,"(0.000,0.000,0.000)-(0.381,-0.000,0.000)"
OH-SH-Pb,Non-metal,1.9271,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
OH-SH-Pd,Metal,0.0,NA,NA
OH-SH-Pt,Metal,0.0,NA,NA
OH-SH-Sr,Non-metal,2.3930000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
OH-SH-Zn,Non-metal,1.6748999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-Br-Ba,Non-metal,4.0948,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-Br-Be,Non-metal,3.6411,Indirect,"(0.143,0.000,0.000)-(0.476,0.000,0.000)"
SCN-Br-Ca,Non-metal,3.7184999999999997,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-Br-Cd,Non-metal,2.5927999999999995,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-Br-Co,Metal,0.0,NA,NA
SCN-Br-Cu,Metal,0.0,NA,NA
SCN-Br-Fe,Non-metal,0.8710999999999998,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SCN-Br-Mg,Non-metal,3.9354999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-Br-Mn,Non-metal,0.44769999999999976,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-Br-Ni,Non-metal,0.18840000000000012,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
SCN-Br-Pb,Non-metal,1.8208999999999995,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-Br-Pd,Metal,0.0,NA,NA
SCN-Br-Pt,Metal,0.0,NA,NA
SCN-Br-Sr,Non-metal,4.1081,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-Br-Zn,Non-metal,3.0157999999999996,Indirect,"(0.143,-0.000,0.000)-(0.476,0.000,0.000)"
SCN-Cl-Ba,Non-metal,4.0329,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-Cl-Be,Non-metal,3.6546,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-Cl-Ca,Non-metal,3.776,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-Cl-Cd,Non-metal,2.4164,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-Cl-Co,Metal,0.0,NA,NA
SCN-Cl-Cu,Metal,0.0,NA,NA
