Compound,Class,Bandgap,Bandgap_nature,Kpoints_edge
SCN-SCN-Cu,Metal,0.0,NA,NA
SCN-SCN-Fe,Non-metal,1.1965,Indirect,"(-0.238,0.238,0.000)-(0.286,0.000,0.000)"
SCN-SCN-Mg,Non-metal,3.7322,Indirect,"(0.095,-0.000,0.000)-(0.000,0.000,0.000)"
SCN-SCN-Mn,Metal,0.0,NA,NA
SCN-SCN-Ni,Non-metal,0.006099999999999994,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-SCN-Pb,Non-metal,1.5371000000000006,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-SCN-Pd,Metal,0.0,NA,NA
SCN-SCN-Pt,Metal,0.0,NA,NA
SCN-SCN-Sr,Non-metal,3.3112,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-SCN-Zn,Non-metal,2.6119,Indirect,"(0.333,0.000,0.000)-(0.000,0.000,0.000)"
SH-SH-Ba,Non-metal,3.4414,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-SH-Be,Non-metal,2.7314,Indirect,"(0.190,0.000,0.000)-(0.000,0.000,0.000)"
SH-SH-Ca,Non-metal,3.8728999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-SH-Cd,Non-metal,2.3789000000000002,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
SH-SH-Co,Metal,0.0,NA,NA
SH-SH-Cu,Metal,0.0,NA,NA
SH-SH-Fe,Non-metal,1.0760999999999998,Indirect,"(0.238,-0.000,0.000)-(0.286,-0.000,0.000)"
SH-SH-Mg,Non-metal,3.5531,Indirect,"(0.095,0.000,0.000)-(0.000,0.000,0.000)"
SH-SH-Mn,Metal,0.0,NA,NA
SH-SH-Ni,Non-metal,0.028200000000000003,Indirect,"(0.000,0.000,0.000)-(0.333,0.000,0.000)"
SH-SH-Pb,Non-metal,1.6105999999999998,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-SH-Pd,Metal,0.0,NA,NA
SH-SH-Pt,Metal,0.0,NA,NA
SH-SH-Sr,Non-metal,3.8737000000000004,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-SH-Zn,Non-metal,2.6061,Indirect,"(0.286,0.000,0.000)-(0.000,0.000,0.000)"
NH-NH-Ce,Metal,0.0,NA,NA
NH-NH-Ge,Non-metal,2.383,Indirect,"(0.238,0.000,0.000)-(0.000,0.000,0.000)"
NH-NH-Hf,Non-metal,2.2009,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-NH-Ir,Metal,0.0,NA,NA
NH-NH-Mo,Metal,0.0,NA,NA
NH-NH-Os,Metal,0.0,NA,NA
NH-NH-Pd,Non-metal,1.766,Indirect,"(0.095,0.095,0.000)-(0.333,0.000,0.000)"
NH-NH-Pt,Non-metal,2.5636,Indirect,"(0.143,0.143,0.000)-(0.286,0.000,0.000)"
NH-NH-Re,Metal,0.0,NA,NA
NH-NH-Ru,Metal,0.0,NA,NA
NH-NH-Sn,Non-metal,2.0976,Indirect,"(0.333,0.000,0.000)-(0.000,0.000,0.000)"
NH-NH-Tc,Metal,0.0,NA,NA
NH-NH-Te,Metal,0.0,NA,NA
NH-NH-Ti,Non-metal,0.695,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-NH-W,Metal,0.0,NA,NA
NH-NH-Zr,Non-metal,1.8563,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
PH-PH-Ce,Metal,0.0,NA,NA
PH-PH-Ge,Metal,0.0,NA,NA
PH-PH-Hf,Metal,0.0,NA,NA
PH-PH-Ir,Metal,0.0,NA,NA
PH-PH-Mo,Metal,0.0,NA,NA
PH-PH-Os,Metal,0.0,NA,NA
PH-PH-Pd,Non-metal,0.23330000000000006,Indirect,"(0.000,0.000,0.000)-(0.333,-0.000,0.000)"
PH-PH-Pt,Non-metal,1.0537,Indirect,"(0.000,0.000,0.000)-(0.286,0.000,0.000)"
PH-PH-Re,Metal,0.0,NA,NA
PH-PH-Ru,Metal,0.0,NA,NA
PH-PH-Sn,Non-metal,0.27090000000000014,Indirect,"(0.286,0.000,0.000)-(0.000,0.000,0.000)"
PH-PH-Tc,Metal,0.0,NA,NA
PH-PH-Te,Metal,0.0,NA,NA
PH-PH-Ti,Metal,0.0,NA,NA
PH-PH-W,Metal,0.0,NA,NA
PH-PH-Zr,Metal,0.0,NA,NA
S-S-Ce,Metal,0.0,NA,NA
S-S-Ge,Non-metal,0.8264,Indirect,"(0.143,0.000,0.000)-(0.476,0.000,0.000)"
S-S-Hf,Non-metal,1.3901,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-S-Ir,Metal,0.0,NA,NA
S-S-Mo,Metal,0.0,NA,NA
S-S-Os,Metal,0.0,NA,NA
S-S-Pd,Non-metal,1.2071,Indirect,"(0.143,0.143,0.000)-(0.238,0.000,0.000)"
S-S-Pt,Non-metal,1.7154,Indirect,"(0.143,0.143,0.000)-(0.238,0.000,0.000)"
S-S-Re,Metal,0.0,NA,NA
S-S-Ru,Metal,0.0,NA,NA
S-S-Sn,Non-metal,1.6971999999999998,Indirect,"(0.143,0.000,0.000)-(0.476,-0.000,0.000)"
S-S-Tc,Metal,0.0,NA,NA
S-S-Te,Non-metal,0.5507,Indirect,"(0.143,0.095,0.000)-(0.000,0.000,0.000)"
S-S-Ti,Non-metal,0.08960000000000035,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-S-W,Metal,0.0,NA,NA
S-S-Zr,Non-metal,1.1955,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-Se-Ce,Metal,0.0,NA,NA
Se-Se-Ge,Non-metal,0.04039999999999999,Indirect,"(0.143,0.000,0.000)-(0.476,0.000,0.000)"
Se-Se-Hf,Non-metal,0.7125000000000004,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-Se-Ir,Metal,0.0,NA,NA
Se-Se-Mo,Metal,0.0,NA,NA
Se-Se-Os,Metal,0.0,NA,NA
Se-Se-Pd,Non-metal,0.7468999999999997,Indirect,"(0.000,0.000,0.000)-(0.238,-0.000,0.000)"
Se-Se-Pt,Non-metal,1.31,Indirect,"(0.143,0.143,0.000)-(0.238,0.000,0.000)"
Se-Se-Re,Metal,0.0,NA,NA
Se-Se-Ru,Metal,0.0,NA,NA
Se-Se-Sn,Non-metal,0.9108,Indirect,"(0.143,0.000,0.000)-(0.476,0.000,0.000)"
Se-Se-Tc,Metal,0.0,NA,NA
Se-Se-Te,Non-metal,0.44269999999999987,Indirect,"(0.095,0.095,0.000)-(0.000,0.000,0.000)"
Se-Se-Ti,Metal,0.0,NA,NA
Se-Se-W,Metal,0.0,NA,NA
Se-Se-Zr,Non-metal,0.5278,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Te-Ce,Metal,0.0,NA,NA
Te-Te-Ge,Metal,0.0,NA,NA
Te-Te-Hf,Metal,0.0,NA,NA
Te-Te-Ir,Metal,0.0,NA,NA
Te-Te-Mo,Metal,0.0,NA,NA
Te-Te-Os,Metal,0.0,NA,NA
Te-Te-Pd,Non-metal,0.3688,Indirect,"(0.000,0.000,0.000)-(0.238,-0.000,0.000)"
Te-Te-Pt,Non-metal,0.8230999999999999,Indirect,"(0.143,0.095,0.000)-(0.238,0.000,0.000)"
Te-Te-Re,Metal,0.0,NA,NA
Te-Te-Ru,Metal,0.0,NA,NA
Te-Te-Sn,Metal,0.0,NA,NA
Te-Te-Tc,Metal,0.0,NA,NA
Te-Te-Ti,Metal,0.0,NA,NA
Te-Te-W,Metal,0.0,NA,NA
Te-Te-Zr,Metal,0.0,NA,NA
NH-Br-Al,Non-metal,2.2735000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-Br-Bi,Non-metal,1.7367000000000001,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-Br-Ce,Non-metal,3.3591,Indirect,"(0.476,-0.000,0.000)-(0.000,0.000,0.000)"
NH-Br-Co,Non-metal,0.26970000000000005,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
NH-Br-Cr,Non-metal,1.1376,Indirect,"(0.143,0.000,0.000)-(0.476,-0.000,0.000)"
NH-Br-Fe,Metal,0.0,NA,NA
NH-Br-Ga,Non-metal,1.6135000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-Br-Gd,Non-metal,3.5525,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-Br-In,Non-metal,1.9478,Indirect,"(0.095,0.000,0.000)-(0.000,0.000,0.000)"
NH-Br-Ir,Non-metal,1.4534,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
NH-Br-La,Non-metal,3.276,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-Br-Lu,Non-metal,3.4954,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-Br-Nd,Non-metal,3.4571,Indirect,"(0.476,-0.000,0.000)-(0.000,0.000,0.000)"
NH-Br-Rh,Non-metal,1.0718999999999999,Indirect,"(0.143,0.095,0.000)-(0.333,0.333,0.000)"
NH-Br-Ru,Metal,0.0,NA,NA
NH-Br-Sc,Non-metal,3.1599,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-Br-Sm,Non-metal,3.5453,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-Br-Y,Non-metal,3.6245000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-Cl-Al,Non-metal,3.5774,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-Cl-Bi,Non-metal,1.7163,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-Cl-Ce,Non-metal,3.4991,Indirect,"(0.286,0.286,0.000)-(0.000,0.000,0.000)"
NH-Cl-Co,Non-metal,0.7590000000000001,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
NH-Cl-Cr,Non-metal,0.9287,Indirect,"(0.476,0.000,0.000)-(0.476,0.000,0.000)"
NH-Cl-Fe,Metal,0.0,NA,NA
NH-Cl-Ga,Non-metal,2.8885,Indirect,"(0.143,-0.000,0.000)-(0.000,0.000,0.000)"
NH-Cl-Gd,Non-metal,3.7675,Indirect,"(-0.000,0.476,0.000)-(0.000,0.000,0.000)"
NH-Cl-In,Non-metal,2.3621,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-Cl-Ir,Non-metal,1.7852999999999999,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NH-Cl-La,Non-metal,3.3305,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-Cl-Lu,Non-metal,3.8863,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-Cl-Nd,Non-metal,3.5337,Indirect,"(0.476,0.048,0.000)-(0.000,0.000,0.000)"
NH-Cl-Rh,Non-metal,1.6230000000000002,Indirect,"(0.476,0.000,0.000)-(0.333,0.333,0.000)"
NH-Cl-Ru,Metal,0.0,NA,NA
NH-Cl-Sc,Non-metal,3.79,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-Cl-Sm,Non-metal,3.6479999999999997,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-Cl-Y,Non-metal,3.895,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-CN-Al,Non-metal,2.8926,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-CN-Bi,Non-metal,2.3224,Indirect,"(0.143,0.143,0.000)-(0.095,0.095,0.000)"
NH-CN-Ce,Non-metal,3.3653,Indirect,"(0.238,0.238,0.000)-(-0.238,0.476,0.000)"
NH-CN-Co,Non-metal,0.7961,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
NH-CN-Cr,Non-metal,0.0015000000000000568,Indirect,"(0.238,0.238,0.000)-(0.476,0.000,0.000)"
NH-CN-Fe,Metal,0.0,NA,NA
NH-CN-Ga,Non-metal,2.5654000000000003,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NH-CN-Gd,Non-metal,3.5617,Indirect,"(-0.429,0.238,0.000)-(0.238,0.238,0.000)"
NH-CN-In,Non-metal,2.4322,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-CN-Ir,Non-metal,1.7576999999999998,Indirect,"(0.190,0.190,0.000)-(0.333,0.333,0.000)"
NH-CN-La,Non-metal,3.4212,Indirect,"(0.286,0.238,0.000)-(0.286,-0.000,0.000)"
NH-CN-Lu,Non-metal,3.877,Indirect,"(0.190,0.190,0.000)-(0.333,0.333,0.000)"
NH-CN-Nd,Non-metal,3.4338999999999995,Indirect,"(0.238,0.238,0.000)-(0.238,0.238,0.000)"
NH-CN-Rh,Non-metal,1.5279000000000003,Indirect,"(0.333,0.000,0.000)-(0.333,0.333,0.000)"
NH-CN-Ru,Metal,0.0,NA,NA
NH-CN-Sc,Non-metal,3.2968,Indirect,"(0.190,0.190,0.000)-(0.333,0.333,0.000)"
NH-CN-Sm,Non-metal,3.4588,Indirect,"(0.238,0.238,0.000)-(0.238,0.238,0.000)"
NH-CN-Y,Non-metal,3.6257,Indirect,"(0.238,0.190,0.000)-(0.238,0.238,0.000)"
NH-F-Al,Non-metal,3.3686,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-F-Bi,Non-metal,1.2905,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-F-Ce,Non-metal,3.2197,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-F-Co,Non-metal,1.4589,Indirect,"(0.476,0.000,0.000)-(0.476,0.000,0.000)"
NH-F-Cr,Non-metal,0.29490000000000016,Indirect,"(0.476,0.000,0.000)-(0.476,0.000,0.000)"
NH-F-Fe,Metal,0.0,NA,NA
NH-F-Ga,Non-metal,2.7780000000000005,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-F-Gd,Non-metal,3.558,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-F-In,Non-metal,1.9821000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-F-Ir,Non-metal,1.9529,Indirect,"(0.095,0.095,0.000)-(0.476,-0.000,0.000)"
NH-F-La,Non-metal,3.2462,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-F-Lu,Non-metal,3.6159,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-F-Nd,Non-metal,3.2941,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-F-Rh,Non-metal,1.9177000000000002,Indirect,"(0.048,0.048,0.000)-(0.476,0.000,0.000)"
NH-F-Ru,Metal,0.0,NA,NA
NH-F-Sc,Non-metal,4.0526,Indirect,"(0.476,0.000,0.000)-(0.476,0.000,0.000)"
NH-F-Sm,Non-metal,3.3794,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-F-Y,Non-metal,3.6785,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-I-Al,Non-metal,0.17759999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-I-Bi,Non-metal,1.783,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-I-Ce,Non-metal,2.3176,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-I-Co,Metal,0.0,NA,NA
NH-I-Cr,Metal,0.0,NA,NA
NH-I-Fe,Metal,0.0,NA,NA
NH-I-Ga,Metal,0.0,NA,NA
NH-I-Gd,Non-metal,2.454,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-I-In,Non-metal,0.2776,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-I-Ir,Non-metal,0.581,Indirect,"(0.143,0.095,0.000)-(0.333,0.333,0.000)"
NH-I-La,Non-metal,2.6673999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-I-Lu,Non-metal,2.1015,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-I-Nd,Non-metal,2.5242,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-I-Rh,Metal,0.0,NA,NA
NH-I-Ru,Metal,0.0,NA,NA
NH-I-Sc,Non-metal,1.8294000000000001,Indirect,"(0.000,0.000,0.000)-(0.238,0.238,0.000)"
NH-I-Sm,Non-metal,2.48,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-I-Y,Non-metal,2.3735,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-NC-Al,Non-metal,2.8770000000000002,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
NH-NC-Bi,Non-metal,2.0991,Indirect,"(0.286,0.286,0.000)-(0.000,0.000,0.000)"
NH-NC-Ce,Non-metal,3.5563,Indirect,"(0.286,0.286,0.000)-(0.476,0.000,0.000)"
NH-NC-Co,Non-metal,0.8157999999999999,Indirect,"(0.333,0.000,0.000)-(0.333,0.333,0.000)"
NH-NC-Cr,Non-metal,0.03160000000000007,Indirect,"(0.238,0.238,0.000)-(0.476,0.000,0.000)"
NH-NC-Fe,Metal,0.0,NA,NA
NH-NC-Ga,Non-metal,2.3821,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NH-NC-Gd,Non-metal,4.033099999999999,Indirect,"(0.238,0.238,0.000)-(0.476,0.000,0.000)"
NH-NC-In,Non-metal,2.5343999999999998,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-NC-Ir,Non-metal,1.793,Indirect,"(-0.190,0.381,0.000)-(0.333,0.333,0.000)"
NH-NC-La,Non-metal,3.655,Indirect,"(0.286,0.238,0.000)-(0.381,0.000,0.000)"
NH-NC-Lu,Non-metal,4.257,Indirect,"(-0.476,0.476,0.000)-(0.000,0.000,0.000)"
NH-NC-Nd,Non-metal,3.7794,Indirect,"(0.238,0.238,0.000)-(0.000,0.000,0.000)"
NH-NCO-Al,Non-metal,3.7972,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-NCO-Bi,Non-metal,1.5208000000000002,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-NCO-Ce,Non-metal,3.4759,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NH-NCO-Co,Non-metal,1.0053999999999998,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
NH-NCO-Cr,Non-metal,0.5403,Indirect,"(0.476,-0.000,0.000)-(0.476,-0.000,0.000)"
NH-NCO-Fe,Metal,0.0,NA,NA
NH-NCO-Ga,Non-metal,3.2919,Indirect,"(0.048,0.000,0.000)-(0.000,0.000,0.000)"
NH-NCO-Gd,Non-metal,3.7613,Indirect,"(0.476,-0.000,0.000)-(0.000,0.000,0.000)"
NH-NCO-In,Non-metal,2.4863999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-NCO-Ir,Non-metal,1.8396,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
NH-NCO-La,Non-metal,3.5858000000000003,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-NCO-Lu,Non-metal,3.7649999999999997,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-NCO-Nd,Non-metal,3.5965,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-NCO-Rh,Non-metal,1.7228000000000003,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
NH-NCO-Ru,Metal,0.0,NA,NA
NH-NCO-Sc,Non-metal,3.8795,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-NCO-Sm,Non-metal,3.6779,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-NCO-Y,Non-metal,3.8387,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-NC-Rh,Non-metal,1.5613000000000001,Indirect,"(0.381,-0.000,0.000)-(0.333,0.333,0.000)"
NH-NC-Ru,Metal,0.0,NA,NA
NH-NCS-Al,Non-metal,1.2653,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-NCS-Bi,Non-metal,1.2427000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-NC-Sc,Non-metal,3.5625,Indirect,"(0.333,0.333,0.000)-(0.238,0.238,0.000)"
NH-NCS-Ce,Non-metal,2.9509,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NH-NCS-Co,Metal,0.0,NA,NA
NH-NCS-Cr,Metal,0.0,NA,NA
NH-NCS-Fe,Metal,0.0,NA,NA
NH-NCS-Ga,Non-metal,0.9253,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-NCS-Gd,Non-metal,2.9509,Indirect,"(0.000,0.000,0.000)-(0.286,0.238,-0.000)"
NH-NCS-In,Non-metal,1.5613000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-NCS-Ir,Non-metal,1.3229,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
NH-NCS-La,Non-metal,3.0603,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-NCS-Lu,Non-metal,3.0434,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-NC-Sm,Non-metal,3.8745999999999996,Indirect,"(0.238,0.238,0.000)-(0.000,0.000,0.000)"
NH-NCS-Nd,Non-metal,2.9974000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NH-NCS-Rh,Non-metal,0.849,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NH-NCS-Ru,Metal,0.0,NA,NA
NH-NCS-Sc,Non-metal,2.2067,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NH-NCS-Sm,Non-metal,3.0644,Indirect,"(0.000,0.000,0.000)-(0.238,0.238,0.000)"
NH-NCS-Y,Non-metal,3.0161,Indirect,"(0.000,0.000,0.000)-(0.286,0.238,0.000)"
NH-NC-Y,Non-metal,4.1722,Indirect,"(0.238,0.238,0.000)-(0.000,0.000,0.000)"
NH-NO-Al,Metal,0.0,NA,NA
NH-NO-Bi,Metal,0.0,NA,NA
NH-NO-Ce,Non-metal,0.6078000000000001,Indirect,"(0.000,0.000,0.000)-(0.238,0.238,0.000)"
NH-NO-Co,Metal,0.0,NA,NA
NH-NO-Cr,Metal,0.0,NA,NA
NH-NO-Fe,Metal,0.0,NA,NA
NH-NO-Ga,Metal,0.0,NA,NA
NH-NO-Gd,Non-metal,0.4658,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NH-NO-In,Metal,0.0,NA,NA
NH-NO-Ir,Metal,0.0,NA,NA
NH-NO-La,Non-metal,0.939,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NH-NO-Lu,Non-metal,0.44460000000000033,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NH-NO-Nd,Non-metal,0.5400999999999998,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NH-NO-Rh,Metal,0.0,NA,NA
NH-NO-Ru,Metal,0.0,NA,NA
NH-NO-Sc,Metal,0.0,NA,NA
NH-NO-Sm,Non-metal,0.4066000000000001,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NH-NO-Y,Non-metal,0.3498000000000001,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NH-OCN-Al,Non-metal,2.4361,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-OCN-Bi,Non-metal,0.5680999999999998,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-OCN-Ce,Non-metal,3.4651,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-OCN-Co,Non-metal,1.0265,Indirect,"(0.095,-0.000,0.000)-(0.476,-0.000,0.000)"
NH-OCN-Cr,Non-metal,0.7006000000000001,Indirect,"(0.476,0.000,0.000)-(0.476,0.000,0.000)"
NH-OCN-Fe,Metal,0.0,NA,NA
NH-OCN-Ga,Non-metal,1.2239999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-OCN-Gd,Non-metal,3.2102,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-OCN-In,Non-metal,1.0739,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-OCN-Ir,Non-metal,2.087,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NH-OCN-La,Non-metal,3.4947,Indirect,"(0.476,0.000,0.000)-(0.000,0.000,0.000)"
NH-OCN-Lu,Non-metal,3.1525,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-OCN-Nd,Non-metal,3.2287,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-OCN-Rh,Non-metal,1.6835999999999998,Indirect,"(0.238,0.000,0.000)-(0.476,0.000,0.000)"
NH-OCN-Ru,Metal,0.0,NA,NA
NH-OCN-Sc,Non-metal,2.7655,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-OCN-Sm,Non-metal,3.2129,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-OCN-Y,Non-metal,3.2824,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-SCN-Al,Non-metal,1.6908999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-SCN-Bi,Non-metal,1.3277,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NH-SCN-Ce,Non-metal,2.5514,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-SCN-Co,Non-metal,0.9139999999999999,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
NH-SCN-Cr,Non-metal,0.7930999999999999,Indirect,"(0.143,0.095,0.000)-(0.476,0.000,0.000)"
NH-SCN-Fe,Metal,0.0,NA,NA
NH-SCN-Ga,Non-metal,0.9379000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-SCN-Gd,Non-metal,2.8840000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-SCN-In,Non-metal,0.8645999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-SCN-Ir,Non-metal,1.9034,Indirect,"(-0.333,0.143,0.000)-(0.333,0.333,0.000)"
NH-SCN-La,Non-metal,2.4419,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-SCN-Lu,Non-metal,2.6942999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-SCN-Nd,Non-metal,2.7733000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NH-SCN-Rh,Non-metal,1.5037,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
NH-SCN-Ru,Metal,0.0,NA,NA
NH-SCN-Sc,Non-metal,2.3449,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-SCN-Sm,Non-metal,2.7629,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
