Compound,Formation_energy,E_above_hull
NC-CN-Pb,0.736817506,0.741094307
NC-CN-Pd,1.047401952,1.051681836
NC-CN-Pt,1.17231792,1.176593761
NC-CN-Sr,-0.176742074,0.633948789
NC-CN-Zn,0.71985831,0.854432411
NC-F-Ba,-1.578166348,0.440331318
NC-F-Be,-0.76502908,0.818595696
NC-F-Ca,-1.640517603,0.48062165
NC-F-Cd,-0.437090788,0.491025972
NC-F-Co,-0.285989753,0.555561694
NC-F-Cu,0.070779103,0.771639985
NC-F-Fe,-0.117474823,0.811153133
NC-F-Mg,-1.30487681,0.536592303
NC-F-Mn,-0.444095645,0.783350704
NC-F-Ni,-0.342994098,0.536260919
NC-F-Pb,-0.4000918,0.527138101
NC-F-Pd,0.208656635,0.798988405
NC-F-Pt,0.61254023,1.202866947
NC-F-Sr,-1.642130748,0.454936851
NC-F-Zn,-0.47676831,0.564382727
NC-I-Ba,-0.866520278,0.362519027
NC-I-Be,0.443276435,0.98618567
NC-I-Ca,-0.764781863,0.44958599
NC-I-Cd,0.24485444,0.506535053
NC-I-Co,0.61609165,0.682416496
NC-I-Cu,0.709939185,0.781261808
NC-I-Fe,0.697665108,0.850420036
NC-I-Mg,-0.26473963,0.58469098
NC-I-Mn,0.062130068,0.508486212
NC-I-Ni,0.471054465,0.610593254
NC-I-Pb,0.208341875,0.463746323
NC-I-Pd,0.706076808,0.818502493
NC-I-Pt,0.9469088,1.031675637
NC-I-Sr,-0.840759513,0.386807418
NC-I-Zn,0.35961909,0.685564802
NCO-Br-Ba,-1.49996377,0.241180187
NCO-Br-Be,-0.702704278,0.567068111
NCO-Br-Ca,-1.4943984,0.200743401
NCO-Br-Cd,-0.692344444,0.164725729
NCO-Br-Co,-0.513805142,0.197656159
NCO-Br-Cu,-0.305975914,0.259764429
NCO-Br-Fe,-0.541068438,0.222840217
NCO-Br-Mg,-1.172640268,0.254154082
NCO-Br-Mn,-0.873359696,0.246963106
NCO-Br-Ni,-0.57437347,0.199684727
NCO-Br-Pb,-0.644329674,0.200437516
NCO-Br-Pd,-0.281980832,0.277690361
NCO-Br-Pt,-0.00712629,0.522005077
NCO-Br-Sr,-1.511386334,0.223109202
NCO-Br-Zn,-0.672828236,0.23533074
NCO-Cl-Ba,-1.582544174,0.243602164
NCO-Cl-Be,-0.874063706,0.441211148
NCO-Cl-Ca,-1.592743918,0.1978592
NCO-Cl-Cd,-0.763898366,0.150793271
NCO-Cl-Co,-0.625285604,0.174668587
NCO-Cl-Cu,-0.380916254,0.243824332
NCO-Cl-Fe,-0.654752974,0.20142075
NCO-Cl-Mg,-1.316788772,0.211190215
NCO-Cl-Mn,-0.971080904,0.228238614
NCO-Cl-Ni,-0.69551722,0.156363216
NCO-Cl-Pb,-0.69381491,0.208566167
NCO-Cl-Pd,-0.348291688,0.254827222
NCO-Cl-Pt,-0.055146464,0.508384901
NCO-Cl-Sr,-1.601822572,0.238389469
NCO-Cl-Zn,-0.782306268,0.193417692
NCO-CN-Ba,-0.69194692,0.411151628
NCO-CN-Be,-0.072140278,0.958029901
NCO-CN-Ca,-0.679073917,0.481474155
NCO-CN-Cd,-0.015320845,0.421575581
NCO-CN-Co,0.12859054,0.588626868
NCO-CN-Cu,0.256371125,0.591517278
NCO-CN-Fe,0.05090818,0.524169162
NCO-CN-Mg,-0.443365832,0.580429899
NCO-CN-Mn,-0.105368232,0.593238636
NCO-CN-Ni,0.043392365,0.473433841
NCO-CN-Pb,0.037951125,0.454209723
NCO-CN-Pd,0.271508553,0.606650281
NCO-CN-Pt,0.371439178,0.706577537
NCO-CN-Sr,-0.694551223,0.454726918
NCO-CN-Zn,-0.022466857,0.536155718
NCO-F-Ba,-1.930994536,0.26118861
NCO-F-Be,-1.374255542,0.488693732
NCO-F-Ca,-2.013436108,0.230178802
NCO-F-Cd,-1.06788724,0.18032714
NCO-F-Co,-0.98584761,0.185195858
NCO-F-Cu,-0.698860182,0.259718714
NCO-F-Fe,-0.996050852,0.226548232
NCO-F-Mg,-1.786466238,0.243336688
NCO-F-Mn,-1.255502652,0.323608481
NCO-F-Ni,-1.031568988,0.178776578
NCO-F-Pb,-1.014372208,0.22264523
NCO-F-Pd,-0.3046861,0.565469506
NCO-F-Pt,-0.265329512,0.604822051
NCO-F-Sr,-1.992489008,0.253607977
NCO-F-Zn,-1.13473273,0.202171097
NCO-I-Ba,-1.32379503,0.236821427
NCO-I-Be,-0.380533172,0.85353203
NCO-I-Ca,-1.279391032,0.238806758
NCO-I-Cd,-0.50358247,0.211482993
NCO-I-Co,-0.27818054,0.297180874
NCO-I-Cu,-0.142374332,0.312573956
NCO-I-Fe,-0.234269762,0.373767963
NCO-I-Mg,-0.890047612,0.346124512
NCO-I-Mn,-0.65648513,0.29775384
NCO-I-Ni,-0.349076332,0.269496252
NCO-I-Pb,-0.506716306,0.198846585
NCO-I-Pd,-0.14945116,0.338379578
NCO-I-Pt,0.03753309,0.503236749
NCO-I-Sr,-1.319003784,0.231492667
NCO-I-Zn,-0.432270752,0.332468815
NCO-NC-Ba,-0.737741593,0.365356954
NCO-NC-Be,-0.16802272,0.862147459
NCO-NC-Ca,-0.751981903,0.408566168
NCO-NC-Cd,-0.03700011,0.399896316
NCO-NC-Co,0.061448338,0.521484666
NCO-NC-Cu,0.271325632,0.606471785
NCO-NC-Fe,0.030363647,0.503624628
NCO-NC-Mg,-0.536119945,0.487675786
NCO-NC-Mn,-0.18580774,0.512799128
NCO-NC-Ni,0.006485778,0.436527254
NCO-NC-Pb,0.029621862,0.44588046
NCO-NC-Pd,0.320847677,0.655989405
NCO-NC-Pt,0.540584982,0.87572334
NCO-NC-Sr,-0.75647616,0.392801981
NCO-NC-Zn,-0.0600275,0.498595074
NCS-Br-Ba,-1.065090393,0.219398606
NCS-Br-Be,-0.175174221,0.464073281
NCS-Br-Ca,-1.043193389,0.176447746
NCS-Br-Cd,-0.225339919,0.271356457
NCS-Br-Co,-0.035949353,0.337225073
NCS-Br-Cu,0.150456347,0.373169926
NCS-Br-Fe,-0.062992145,0.376650435
NCS-Br-Mg,-0.698779901,0.19182572
NCS-Br-Mn,-0.397694415,0.269621472
NCS-Br-Ni,-0.097066583,0.31028348
NCS-Br-Pb,-0.204739399,0.234948804
NCS-Br-Pd,0.157726369,0.429443454
NCS-Br-Pt,0.392224975,0.707735864
NCS-Br-Sr,-1.067591351,0.188410883
NCS-Br-Zn,-0.185735335,0.343439131
NCS-Cl-Ba,-1.146723531,0.222767849
NCS-Cl-Be,-0.310056919,0.441732759
NCS-Cl-Ca,-1.141279861,0.17382259
NCS-Cl-Cd,-0.296953401,0.257364439
NCS-Cl-Co,-0.133440181,0.328227135
NCS-Cl-Cu,0.073400233,0.355114055
NCS-Cl-Fe,-0.161068737,0.348060661
NCS-Cl-Mg,-0.821856541,0.169933717
NCS-Cl-Mn,-0.481632575,0.264996825
NCS-Cl-Ni,-0.196366493,0.288805809
NCS-Cl-Pb,-0.253758099,0.242119161
NCS-Cl-Pd,0.101157881,0.416322683
NCS-Cl-Pt,0.349502819,0.69882655
NCS-Cl-Sr,-1.158102533,0.194098409
NCS-Cl-Zn,-0.281719887,0.315019563
NCS-CN-Ba,-0.33272163,0.463559459
NCS-CN-Be,0.410916656,0.833519972
NCS-CN-Ca,-0.304536783,0.519096374
NCS-CN-Cd,0.375418349,0.633125864
NCS-CN-Co,0.561390654,0.719151364
NCS-CN-Cu,0.651378197,0.746388175
NCS-CN-Fe,0.604257412,0.784572628
NCS-CN-Mg,-0.0317769,0.533234429
NCS-CN-Mn,0.272568836,0.666902972
NCS-CN-Ni,0.469108626,0.623333588
NCS-CN-Pb,0.404214746,0.597669771
NCS-CN-Pd,0.652820141,0.819126672
NCS-CN-Pt,0.764050097,0.962004479
NCS-CN-Sr,-0.327891243,0.497600424
NCS-CN-Zn,0.400224062,0.7206999
NCS-F-Ba,-1.476363879,0.259164309
NCS-F-Be,-0.688652517,0.610811581
NCS-F-Ca,-1.542685819,0.225428424
NCS-F-Cd,-0.584576177,0.303264406
NCS-F-Co,-0.445833151,0.386923442
NCS-F-Cu,-0.217518005,0.398034127
NCS-F-Fe,-0.466576999,0.431756009
NCS-F-Mg,-1.240525119,0.253089078
NCS-F-Mn,-0.773816893,0.352604122
NCS-F-Ni,-0.496346061,0.347291371
NCS-F-Pb,-0.567501591,0.28821698
NCS-F-Pd,-0.117083647,0.550469723
NCS-F-Pt,0.172375911,0.877906701
NCS-F-Sr,-1.536319335,0.231284348
NCS-F-Zn,-0.591194725,0.366724593
NCS-I-Ba,-0.890838251,0.213123248
NCS-I-Be,0.104417601,0.609402567
NCS-I-Ca,-0.835516607,0.207180516
NCS-I-Cd,-0.042617149,0.312074517
NCS-I-Co,0.236378725,0.448954038
NCS-I-Cu,0.306851267,0.418724227
NCS-I-Fe,0.293924033,0.57155862
NCS-I-Mg,-0.443979601,0.256003794
NCS-I-Mn,-0.196698631,0.304850221
NCS-I-Ni,0.118428709,0.370293159
NCS-I-Pb,-0.071740825,0.246517384
NCS-I-Pd,0.290428695,0.490305324
NCS-I-Pt,0.532863775,0.783525409
NCS-I-Sr,-0.878041421,0.193961728
NCS-I-Zn,0.036429045,0.422184103
NCS-NC-Ba,-0.375755138,0.420525951
NCS-NC-Be,0.337805797,0.760409114
NCS-NC-Ca,-0.374347095,0.449286063
NCS-NC-Cd,0.356927966,0.61463548
NCS-NC-Co,0.489069481,0.646830191
NCS-NC-Cu,0.658362266,0.753372244
NCS-NC-Fe,0.568414246,0.748729462
NCS-NC-Mg,-0.112042013,0.452969316
NCS-NC-Mn,0.213116744,0.60745088
NCS-NC-Ni,0.436243001,0.590467963
NCS-NCO-Ba,-0.782701427,0.27147289
NCS-NCO-Be,-0.252767564,0.630235499
NCS-NCO-Ca,-0.815829214,0.246988195
NCS-NCO-Cd,-0.207223185,0.305685331
NCS-NCO-Co,-0.112962007,0.359611543
NCS-NCO-Cu,0.034570912,0.400215314
NCS-NCO-Fe,-0.137423535,0.359941577
NCS-NCO-Mg,-0.616519217,0.261020033
NCS-NCO-Mn,-0.351857331,0.314272651
NCS-NCO-Ni,-0.163416822,0.314286968
NCS-NCO-Pb,-0.155316041,0.319075438
NCS-NCO-Pd,0.066521213,0.493276947
NCS-NCO-Pt,0.247782148,0.70166461
NCS-NCO-Sr,-0.809605035,0.261156788
NCS-NCO-Zn,-0.213517881,0.35407145
NCS-NC-Pb,0.396216844,0.589671869
NCS-NC-Pd,0.693178321,0.859484852
NCS-NC-Pt,0.907428746,1.105383128
NCS-NC-Sr,-0.386760135,0.438731533
NCS-NC-Zn,0.368611262,0.6890871
NO-Br-Ba,-1.245432582,0.61083042
NO-Br-Be,-0.20435418,1.382861308
NO-Br-Ca,-1.187629085,0.632614354
NO-Br-Cd,-0.159509503,0.608704297
NO-Br-Co,-0.118347565,0.723545643
NO-Br-Cu,-0.00010232,0.457067466
NO-Br-Fe,-0.157352855,0.752578959
NO-Br-Mg,-0.765713608,0.811940208
NO-Br-Mn,-0.591014618,0.781058065
NO-Br-Ni,-0.224648233,0.484347109
NO-Br-Pb,-0.190582368,0.621415288
NO-Br-Pd,-0.063348328,0.342867672
NO-Br-Pt,0.225894063,0.688287057
NO-Br-Sr,-1.2281603,0.62613661
NO-Br-Zn,-0.150331995,0.729562086
NO-Cl-Ba,-1.342589108,0.599826545
NO-Cl-Be,-0.396738948,1.171592054
NO-Cl-Ca,-1.305879713,0.645404208
NO-Cl-Cd,-0.249085638,0.592833913
NO-Cl-Co,-0.207170938,0.680588082
NO-Cl-Cu,-0.14425025,0.398369201
NO-Cl-Fe,-0.354880335,0.715336821
NO-Cl-Mg,-0.9193415,0.685638771
NO-Cl-Mn,-0.73692707,0.734287503
NO-Cl-Ni,-0.384135683,0.422137457
NO-Cl-Pb,-0.247075198,0.634345156
NO-Cl-Pd,-0.18076542,0.2789214
NO-Cl-Pt,-0.024647903,0.480011143
NO-Cl-Sr,-1.336791163,0.633102143
NO-Cl-Zn,-0.29916197,0.64823148
NO-CN-Ba,-0.333120968,0.99059729
NO-CN-Be,0.439826818,1.676031034
NO-CN-Ca,-0.261577284,1.131080404
NO-CN-Cd,0.525458146,1.049733859
NO-CN-Co,0.446796726,0.998840321
NO-CN-Cu,0.558404074,0.960579459
NO-CN-Fe,0.406033898,0.973947077
NO-CN-Mg,0.047287128,1.275842007
NO-CN-Mn,0.271028332,1.109356575
NO-CN-Ni,0.375490188,0.89153996
NO-CN-Pb,0.536849852,1.036360172
NO-CN-Pd,0.474236742,0.876406817
NO-CN-Pt,0.527704098,0.92987013
NO-CN-Sr,-0.302745726,1.076388045
NO-CN-Zn,0.490973826,1.161320916
NO-F-Ba,-1.7504117,0.61957366
NO-F-Be,-1.2287982,0.874066155
NO-F-Ca,-1.791219905,0.71461492
NO-F-Cd,-0.624831685,0.633902683
NO-F-Co,-0.671115075,0.642141102
NO-F-Cu,-0.617310405,0.330907572
NO-F-Fe,-0.778193665,0.702232889
NO-F-Mg,-1.472402023,0.759858172
NO-F-Mn,-1.093717145,0.852236948
NO-F-Ni,-0.795515015,0.458839538
NO-F-Pb,-0.638060758,0.66592833
NO-F-Pd,-0.541313765,0.209740387
NO-F-Pt,-0.378375863,0.373943818
NO-F-Sr,-1.784949168,0.681703354
NO-F-Zn,-0.77473381,0.624134475
NO-I-Ba,-1.0331128,0.611952943
NO-I-Be,0.171602793,1.714184296
NO-I-Ca,-0.920709515,0.726706096
NO-I-Cd,0.04007462,0.6969648
NO-I-Co,0.169438983,0.888640752
NO-I-Cu,0.256601443,0.668888871
NO-I-Fe,0.154139375,0.914186533
NO-I-Mg,-0.454203075,1.078816756
NO-I-Mn,-0.230156258,0.941576055
NO-I-Ni,0.079350283,0.721738731
NO-I-Pb,-0.032162705,0.635252621
NO-I-Pd,0.164370875,0.511468689
NO-I-Pt,0.34203915,0.719412411
NO-I-Sr,-1.000779713,0.617489655
NO-I-Zn,0.12510176,0.960361856
NO-NC-Ba,-0.376579134,0.947139124
NO-NC-Be,0.301495026,1.537699242
NO-NC-Ca,-0.339640532,1.053017156
NO-NC-Cd,0.521826914,1.046102627
NO-NC-Co,0.469978252,1.022021846
NO-NC-Cu,0.557634306,0.959809691
NO-NC-Fe,0.421287332,0.989200511
NO-NC-Mg,-0.052328294,1.176226585
NO-NC-Mn,0.259658958,1.097987201
NO-NC-Ni,0.362485388,0.87853516
NO-NCO-Ba,-0.842755812,0.741496915
NO-NCO-Be,-0.388802008,0.97294333
NO-NCO-Ca,-0.862011775,0.754122554
NO-NCO-Cd,-0.169197795,0.689132777
NO-NCO-Co,-0.228116698,0.605124839
NO-NCO-Cu,-0.154406212,0.5123151
NO-NCO-Fe,-0.280586195,0.569698018
NO-NCO-Mg,-0.66033863,0.800593894
NO-NCO-Mn,-0.446206908,0.702610819
NO-NCO-Ni,-0.328154462,0.520316194
NO-NCO-Pb,-0.13152409,0.697429107
NO-NCO-Pd,-0.158764878,0.507952009
NO-NCO-Pt,-0.066950955,0.599762563
NO-NCO-Sr,-0.857487722,0.765492843
NO-NCO-Zn,-0.247583833,0.704532915
NO-NC-Pb,0.536214474,1.035724794
NO-NC-Pd,0.5425115,0.944681575
NO-NC-Pt,0.657895006,1.060061038
NO-NCS-Ba,-0.480945191,0.748924847
NO-NCS-Be,0.167612856,1.197783097
NO-NCS-Ca,-0.482959715,0.756993931
NO-NCS-Cd,0.226936079,0.825329349
NO-NCS-Co,0.225735677,0.777071486
NO-NCS-Cu,0.280417031,0.707002168
NO-NCS-Fe,0.195347482,0.775606781
NO-NCS-Mg,-0.234629158,0.789166635
NO-NCS-Mn,0.027405504,0.80455715
NO-NCS-Ni,0.133219754,0.690540844
NO-NCS-Pb,0.232928489,0.786385216
NO-NCS-Pd,0.248511209,0.7463929
NO-NCS-Pt,0.344229207,0.873758748
NO-NC-Sr,-0.36638036,1.012753411
NO-NCS-Sr,-0.487260588,0.76196154
NO-NCS-Zn,0.196622767,0.858810321
NO-NC-Zn,0.455837376,1.126184466
OCN-Br-Ba,-1.349649516,0.391494441
OCN-Br-Be,-0.396140662,0.873631727
OCN-Br-Ca,-1.263286034,0.431855767
OCN-Br-Cd,-0.394464298,0.462605875
OCN-Br-Co,-0.14334135,0.568119951
OCN-Br-Cu,-0.033802552,0.531937791
OCN-Br-Fe,-0.233894872,0.530013783
OCN-Br-Mg,-0.909370978,0.517423372
OCN-Br-Mn,-0.600007524,0.520315278
OCN-Br-Ni,-0.260772564,0.513285633
OCN-Br-Pb,-0.41818721,0.42657998
OCN-Br-Pd,0.092063934,0.651735127
OCN-Br-Pt,0.31554415,0.844675517
OCN-Br-Sr,-1.316250624,0.418244912
OCN-Br-Zn,-0.35371792,0.554441056
OCN-Cl-Ba,-1.428089444,0.398056894
OCN-Cl-Be,-0.578750656,0.736524198
OCN-Cl-Ca,-1.36645891,0.424144208
OCN-Cl-Cd,-0.467393012,0.447298625
OCN-Cl-Co,-0.335700994,0.464253197
OCN-Cl-Cu,-0.125674994,0.499065592
OCN-Cl-Fe,-0.344902196,0.511271528
OCN-Cl-Mg,-1.03883018,0.489148807
OCN-Cl-Mn,-0.692412426,0.506907092
OCN-Cl-Ni,-0.378409568,0.473470868
OCN-Cl-Pb,-0.463508924,0.438872153
OCN-Cl-Pd,0.0539925,0.65711141
OCN-Cl-Pt,0.295913028,0.859444393
OCN-Cl-Sr,-1.404603284,0.435608757
OCN-Cl-Zn,-0.476738126,0.498985834
OCN-CN-Ba,-0.56789207,0.535206478
OCN-CN-Be,0.176640335,1.206810514
OCN-CN-Ca,-0.487777378,0.672770693
OCN-CN-Cd,0.227098925,0.663995351
OCN-CN-Co,0.331167425,0.791203752
OCN-CN-Cu,0.477488813,0.812634966
OCN-CN-Fe,0.31368336,0.786944342
OCN-CN-Mg,-0.217017722,0.806778009
OCN-CN-Mn,0.021036163,0.719643031
OCN-CN-Ni,0.297999242,0.728040718
OCN-CN-Pb,0.245685453,0.661944052
OCN-CN-Pd,0.527032017,0.862173745
OCN-CN-Pt,0.652098988,0.987237347
OCN-CN-Sr,-0.530346055,0.618932086
OCN-CN-Zn,0.230639163,0.789261738
OCN-F-Ba,-1.746613234,0.445569912
OCN-F-Be,-1.121196972,0.741752302
OCN-F-Ca,-1.786664642,0.456950268
OCN-F-Cd,-0.771879974,0.476334406
OCN-F-Co,-0.69394277,0.477100698
OCN-F-Cu,-0.436772444,0.521806452
OCN-F-Fe,-0.693145534,0.52945355
OCN-F-Mg,-1.535015594,0.494787332
OCN-F-Mn,-1.0734545,0.505656633
OCN-F-Ni,-0.731690012,0.478655554
OCN-F-Pb,-0.773309594,0.463707844
OCN-F-Pd,-0.257704482,0.612451124
OCN-F-Pt,0.114981858,0.985133421
OCN-F-Sr,-1.779832296,0.466264689
OCN-F-Zn,-0.828736844,0.508166983
OCN-I-Ba,-1.175700336,0.384916121
OCN-I-Be,-0.078566508,1.155498694
OCN-I-Ca,-1.0685766,0.44962119
OCN-I-Cd,-0.225042696,0.490022767
OCN-I-Co,0.076008338,0.651369752
OCN-I-Cu,0.13329901,0.588247298
OCN-I-Fe,0.001053786,0.609091511
OCN-I-Mg,-0.635813944,0.60035818
OCN-I-Mn,-0.405122346,0.549116624
OCN-I-Ni,-0.04182099,0.576751594
OCN-I-Pb,-0.302941278,0.402621613
OCN-I-Pd,0.134354672,0.62218541
OCN-I-Pt,0.310118722,0.775822381
OCN-I-Sr,-1.133757082,0.416739369
OCN-I-Zn,-0.134747164,0.629992403
OCN-NC-Ba,-0.609622457,0.493476091
OCN-NC-Be,0.07015281,1.100322989
OCN-NC-Ca,-0.558467795,0.602080277
OCN-NC-Cd,0.211071032,0.647967458
OCN-NC-Co,0.379256938,0.839293266
OCN-NC-Cu,0.484821273,0.819967426
OCN-NC-Fe,0.26821829,0.741479272
OCN-NC-Mg,-0.311782573,0.712013158
OCN-NC-Mn,0.36279359,1.061400458
OCN-NC-Ni,0.260345187,0.690386663
OCN-NCO-Ba,-0.969367944,0.388562963
OCN-NCO-Be,-0.494324794,0.672885495
OCN-NCO-Ca,-0.975306711,0.409951284
OCN-NCO-Cd,-0.334561853,0.401150065
OCN-NCO-Co,-0.21181992,0.502387111
OCN-NCO-Cu,-0.118805217,0.452670192
OCN-NCO-Fe,-0.299278721,0.429536317
OCN-NCO-Mg,-0.796084939,0.456142938
OCN-NCO-Mn,-0.542359446,0.442341462
OCN-NCO-Ni,-0.316511221,0.410749339
OCN-NCO-Pb,-0.291453014,0.419078297
OCN-NCO-Pd,-0.040735726,0.530735891
OCN-NCO-Pt,0.182352556,0.753821284
OCN-NCO-Sr,-0.976713634,0.414412563
OCN-NCO-Zn,-0.367920777,0.448179292
OCN-NC-Pb,0.232309423,0.648568022
OCN-NC-Pd,0.572338427,0.907480155
OCN-NC-Pt,0.820574392,1.15571275
OCN-NCS-Ba,-0.659597151,0.394577166
OCN-NCS-Be,-0.050772924,0.832230139
OCN-NCS-Ca,-0.652836272,0.409981137
OCN-NCS-Cd,0.000179989,0.513088505
OCN-NCS-Co,0.144302556,0.616876105
OCN-NCS-Cu,0.218080156,0.583724558
OCN-NCS-Fe,0.046488659,0.543853771
OCN-NCS-Mg,-0.429784507,0.447754743
OCN-NCS-Mn,-0.194541352,0.471588629
OCN-NCS-Ni,0.048305983,0.526009774
OCN-NCS-Pb,0.019082158,0.493473637
OCN-NCS-Pd,0.285099816,0.71185555
OCN-NCS-Pt,0.484284345,0.938166807
OCN-NC-Sr,-0.586086495,0.563191646
OCN-NCS-Sr,-0.662478611,0.408283212
OCN-NCS-Zn,-0.001519914,0.566069417
OCN-NC-Zn,0.196289558,0.754912133
OCN-NO-Ba,-0.715446567,0.86880616
OCN-NO-Be,-0.175405257,1.186340082
OCN-NO-Ca,-0.670774417,0.945359913
OCN-NO-Cd,0.075761587,0.934092158
OCN-NO-Co,0.038132095,0.871373632
OCN-NO-Cu,0.075331508,0.74205282
OCN-NO-Fe,-0.0526497,0.797634513
OCN-NO-Mg,-0.435267643,1.02566488
OCN-NO-Mn,-0.3084324,0.840385327
OCN-NO-Ni,-0.072266512,0.776204144
OCN-NO-Pb,0.071768722,0.900721919
OCN-NO-Pd,0.09723211,0.763948997
OCN-NO-Pt,0.229712198,0.896425716
OCN-NO-Sr,-0.682908028,0.940072537
OCN-NO-Zn,0.002633922,0.95475067
OH-Br-Ba,-2.06920485,0.186863771
OH-Br-Be,-1.144002435,0.598827668
OH-Br-Ca,-2.109980865,0.082096457
OH-Br-Cd,-1.080124028,0.115824548
OH-Br-Co,-0.872639623,0.184859761
OH-Br-Cu,-0.608110435,0.20620148
OH-Br-Fe,-0.887623088,0.224691546
OH-Br-Mg,-1.741058773,0.147835482
OH-Br-Mn,-1.36760687,0.17402851
OH-Br-Ni,-0.943498355,0.10994938
OH-Br-Pb,-1.018609063,0.171044011
OH-Br-Pd,-0.530215295,0.243585052
OH-Br-Pt,-0.155228663,0.560779161
OH-Br-Sr,-2.11173572,0.158748207
OH-Br-Zn,-1.06755762,0.172600502
OH-Cl-Ba,-2.173978173,0.167752068
OH-Cl-Be,-1.406006685,0.429760299
OH-Cl-Ca,-2.24293546,0.132576511
OH-Cl-Cd,-1.181116247,0.099428321
OH-Cl-Co,-1.023617568,0.143473288
OH-Cl-Cu,-0.718737543,0.183948879
OH-Cl-Fe,-1.04282683,0.183004941
OH-Cl-Mg,-1.928566803,0.090824288
OH-Cl-Mn,-1.451314063,0.182622552
OH-Cl-Ni,-1.100119478,0.058413105
OH-Cl-Pb,-1.081002885,0.174220681
OH-Cl-Pd,-0.611694278,0.216415715
OH-Cl-Pt,-0.194839445,0.564168376
OH-Cl-Sr,-2.229175655,0.147457462
OH-Cl-Zn,-1.221531645,0.103082707
OH-CN-Ba,-0.992695998,0.401815822
OH-CN-Be,-0.375845732,0.984850177
OH-CN-Ca,-1.02809248,0.470910353
OH-CN-Cd,-0.213971718,0.432417271
OH-CN-Co,-0.11086704,0.565668246
OH-CN-Cu,0.108477464,0.65406758
OH-CN-Fe,-0.131677724,0.560727147
OH-CN-Mg,-0.777917334,0.575129237
OH-CN-Mn,-0.405816696,0.557003239
OH-CN-Ni,-0.152420992,0.488120473
OH-CN-Pb,-0.140884632,0.48311738
OH-CN-Pd,0.17514573,0.719518892
OH-CN-Pt,0.293477868,0.837846987
OH-CN-Sr,-1.024614824,0.440353854
OH-CN-Zn,-0.24301042,0.551828363
OH-F-Ba,-2.626411688,0.150809104
OH-F-Be,-2.19456238,0.285139717
OH-F-Ca,-2.771661768,0.10600694
OH-F-Cd,-1.557519748,0.091970601
OH-F-Co,-1.490577803,0.130496292
OH-F-Cu,-1.123881243,0.181478864
OH-F-Fe,-1.50035802,0.19669248
OH-F-Mg,-2.558428188,0.084226788
OH-F-Mn,-1.923483265,0.180323068
OH-F-Ni,-1.551538505,0.047268442
OH-F-Pb,-1.4735942,0.157295256
OH-F-Pd,-0.757207233,0.391396425
OH-F-Pt,-0.430522455,0.660780798
OH-F-Sr,-2.720570208,0.129972489
OH-F-Zn,-1.683359438,0.092729749
OH-I-Ba,-1.846387908,0.211053895
OH-I-Be,-0.690704353,1.007491766
OH-I-Ca,-1.83091906,0.139978247
OH-I-Cd,-0.831623258,0.151430945
OH-I-Co,-0.470872718,0.403943667
OH-I-Cu,-0.394544523,0.257265222
OH-I-Fe,-0.400251625,0.515410148
OH-I-Mg,-1.372989525,0.315644921
OH-I-Mn,-1.047667085,0.279679842
OH-I-Ni,-0.630457453,0.228633266
OH-I-Pb,-0.846185435,0.161554078
OH-I-Pd,-0.309842855,0.374156922
OH-I-Pt,-0.106817183,0.529906006
OH-I-Sr,-1.861977025,0.191585879
OH-I-Zn,-0.746752348,0.314131514
OH-NC-Ba,-1.050855356,0.343656464
OH-NC-Be,-0.505008244,0.855687665
OH-NC-Ca,-1.115384882,0.383617951
OH-NC-Cd,-0.236387992,0.410000997
OH-NC-Co,-0.142558534,0.533976752
OH-NC-Cu,0.11855303,0.664143146
OH-NC-Fe,-0.165729824,0.526675047
OH-NC-Mg,-0.895242072,0.457804499
OH-NC-Mn,-0.466880928,0.495939007
OH-NC-Ni,-0.201325498,0.439215967
OH-NCO-Ba,-1.425762092,0.262233712
OH-NCO-Be,-1.05697881,0.423269101
OH-NCO-Ca,-1.516875777,0.203001629
OH-NCO-Cd,-0.797090545,0.164983103
OH-NCO-Co,-0.737851188,0.213317777
OH-NCO-Cu,-0.520256835,0.269510715
OH-NCO-Fe,-0.778088638,0.188109994
OH-NCO-Mg,-1.35923048,0.20544512
OH-NCO-Mn,-1.051867223,0.20069358
OH-NCO-Ni,-0.794679165,0.157534567
OH-NCO-Pb,-0.699350125,0.233346149
OH-NCO-Pd,-0.427360673,0.356780389
OH-NCO-Pt,-0.190091615,0.594046078
OH-NCO-Sr,-1.48394342,0.242780222
OH-NCO-Zn,-0.861376868,0.194482957
OH-NC-Pb,-0.147530254,0.476471758
OH-NC-Pd,0.227079262,0.771452424
OH-NC-Pt,0.501424724,1.045793843
OH-NCS-Ba,-1.050923158,0.282689957
OH-NCS-Be,-0.488913383,0.644999935
OH-NCS-Ca,-1.119761463,0.223935259
OH-NCS-Cd,-0.386534176,0.331515598
OH-NCS-Co,-0.223155893,0.440071595
OH-NCS-Cu,-0.109662801,0.435424909
OH-NCS-Fe,-0.340429275,0.349461957
OH-NCS-Mg,-0.903052603,0.224486267
OH-NCS-Mn,-0.603687318,0.277207405
OH-NCS-Ni,-0.341527136,0.319537031
OH-NCS-Pb,-0.325467945,0.334010779
OH-NCS-Pd,-0.035732488,0.580651776
OH-NCS-Pt,0.186193972,0.834226086
OH-NC-Sr,-1.102492372,0.362476306
OH-NCS-Sr,-1.101213671,0.251751534
OH-NCS-Zn,-0.406611476,0.374719601
