Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,Compound_id,Thermo_stability_level
OCN-NC-Cd,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,48,42,13.66666667,11.44444444,6,70,87,17,79.16666667,4.5,77,12.0107,112.411,100.4003,30.0742,27.4456,12.0107,54.8,3823,3768.2,1403.52,1612.986667,63.05,12,16,4,14.33333333,1,14,2,5,3,2.5,0.833333333,2,66,144,78,84,20,71,1.69,3.44,1.75,2.718333333,0.455,2.55,2,2,0,2,0,2,0,4,4,2.333333333,1,2,0,10,10,1.666666667,2.777777778,0,0,0,0,0,0,0,4,12,8,6,2,4,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,5.64,19.495,13.855,11.56958333,4.774583333,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0,0,0,0,0,12,194,182,163.6666667,50.55555556,194,2,2.333333333,1.666666667,0,0.534956812,0.063201038,0.623333333,1.483333333,0.86,0.91,0.608111832,-108000,2,2312_CdC2N2O,L
OCN-NC-Co,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,27,21,10.16666667,5.611111111,6,58,87,29,77.16666667,6.5,77,12.0107,58.933195,46.922495,21.1612325,12.59065417,12.0107,54.8,3823,3768.2,1599.15,1538.85,63.05,9,16,7,13.83333333,1.611111111,14,2,4,2,2.333333333,0.555555556,2,66,126,60,81,15,71,1.88,3.44,1.56,2.75,0.423333333,2.55,2,2,0,2,0,2,0,4,4,2.333333333,1,2,0,7,7,1.166666667,1.944444444,0,0,0,0,0,0,0,4,9,5,5.5,1.333333333,4,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,0,3,3,0.5,0.833333333,0,0,0,0,0,0,0,2,4,2,3.166666667,0.555555556,3,5.64,14.76875,9.12875,10.02791667,3.232916667,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,1.5484712,1.5484712,0.258078533,0.430130889,0,12,194,182,163.6666667,50.55555556,194,2,2.333333333,1.166666667,0,0.455779074,0.053060463,0.623333333,1.293333333,0.67,0.846666667,0.473761543,-108000,2,2313_CoC2N2O,L
OCN-NC-Cu,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,29,23,10.5,6.166666667,6,64,87,23,78.16666667,5.5,77,12.0107,63.546,51.5353,21.93003333,13.87198889,12.0107,54.8,3823,3768.2,1530.778333,1528.147778,63.05,11,16,5,14.16666667,1.166666667,14,2,4,2,2.333333333,0.555555556,2,66,132,66,82,16.66666667,71,1.9,3.44,1.54,2.753333333,0.42,2.55,1,2,1,1.833333333,0.277777778,2,0,4,4,2.333333333,1,2,0,10,10,1.666666667,2.777777778,0,0,0,0,0,0,0,4,11,7,5.833333333,1.777777778,4,0,1,1,0.166666667,0.277777778,0,0,4,4,2.666666667,1.111111111,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.833333333,0.888888889,3,5.64,14.76875,9.12875,10.16541667,3.370416667,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0,0,0,0,0,12,225,213,168.8333333,52.27777778,194,1.833333333,2.333333333,1.666666667,0,0.447277936,0.052036478,0.623333333,1.273333333,0.65,0.84,0.459619408,-108000,2,2314_CuC2N2O,L
OCN-NC-Fe,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,26,20,10,5.333333333,6,55,87,32,76.66666667,7.222222222,77,12.0107,55.845,43.8343,20.64653333,11.73282222,12.0107,54.8,3823,3768.2,1606.316667,1546.016667,63.05,8,16,8,13.66666667,1.888888889,14,2,4,2,2.333333333,0.555555556,2,66,132,66,82,16.66666667,71,1.83,3.44,1.61,2.741666667,0.431666667,2.55,2,2,0,2,0,2,0,4,4,2.333333333,1,2,0,6,6,1,1.666666667,0,0,0,0,0,0,0,4,8,4,5.333333333,1.111111111,4,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,0,4,4,0.666666667,1.111111111,0,0,0,0,0,0,0,2,4,2,3.333333333,0.666666667,3,5.64,14.76875,9.12875,10.10875,3.31375,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,2.1106628,2.1106628,0.351777133,0.586295222,0,12,229,217,169.5,52.5,194,2,2.333333333,1,0,0.476922164,0.055661562,0.623333333,1.343333333,0.72,0.863333333,0.509116882,-108000,2,2315_FeC2N2O,L
OCN-NC-Mg,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,12,6,7.666666667,1.555555556,6,68,87,19,78.83333333,4.833333333,77,12.0107,24.305,12.2943,15.38986667,3.174888889,12.0107,54.8,3823,3768.2,1458.316667,1576.455556,63.05,2,16,14,12.66666667,3.555555556,14,2,3,1,2.166666667,0.277777778,2,66,141,75,83.5,19.16666667,71,1.31,3.44,2.13,2.655,0.518333333,2.55,2,2,0,2,0,2,0,4,4,2.333333333,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.333333333,1,4,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,5.64,22.89,17.25,12.13541667,5.340416667,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0,0,0,0,0,12,194,182,163.6666667,50.55555556,194,2,2.333333333,0,0,0.67832868,0.084471044,0.623333333,1.863333333,1.24,1.036666667,0.876812409,-108000,2,2316_MgC2N2O,M
OCN-NC-Mn,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,25,19,9.833333333,5.055555556,6,52,87,35,76.16666667,8.055555556,77,12.0107,54.938045,42.927345,20.49537417,11.48089028,12.0107,54.8,3823,3768.2,1557.65,1510.233333,63.05,7,16,9,13.5,2.166666667,14,2,4,2,2.333333333,0.555555556,2,66,139,73,83.16666667,18.61111111,71,1.55,3.44,1.89,2.695,0.478333333,2.55,2,2,0,2,0,2,0,4,4,2.333333333,1,2,0,5,5,0.833333333,1.388888889,0,0,0,0,0,0,0,4,7,3,5.166666667,0.888888889,4,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,0,5,5,0.833333333,1.388888889,0,0,0,0,0,0,0,2,5,3,3.5,0.833333333,3,5.64,14.76875,9.12875,10.0683477,3.273347701,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0.000310121,0.000310121,0.0000517,0.0000861,0,12,217,205,167.5,51.83333333,194,2,2.333333333,0.833333333,0,0.590584604,0.070989603,0.623333333,1.623333333,1,0.956666667,0.707106781,-108000,2,2317_MnC2N2O,L
OCN-NC-Ni,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,28,22,10.33333333,5.888888889,6,61,87,26,77.66666667,6,77,12.0107,58.6934,46.6827,21.12126667,12.52404444,12.0107,54.8,3823,3768.2,1592.483333,1532.183333,63.05,10,16,6,14,1.333333333,14,2,4,2,2.333333333,0.555555556,2,66,124,58,80.66666667,14.44444444,71,1.91,3.44,1.53,2.755,0.418333333,2.55,2,2,0,2,0,2,0,4,4,2.333333333,1,2,0,8,8,1.333333333,2.222222222,0,0,0,0,0,0,0,4,10,6,5.666666667,1.555555556,4,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,0,2,2,0.333333333,0.555555556,0,0,0,0,0,0,0,2,4,2,3,0.666666667,3,5.64,14.76875,9.12875,10.04041667,3.245416667,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0.5953947,0.5953947,0.09923245,0.165387417,0,12,225,213,168.8333333,52.27777778,194,2,2.333333333,1.333333333,0,0.443019473,0.051528252,0.623333333,1.263333333,0.64,0.836666667,0.45254834,-108000,2,2318_NiC2N2O,L
OCN-NCO-Ba,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,56,50,14,12,6,9,87,78,71.57142857,17.87755102,77,12.0107,137.327,125.3163,31.62294286,30.20115918,12.0107,54.8,3823,3768.2,1268.814286,1459.534694,54.8,2,16,14,13.14285714,3.183673469,14,2,6,4,2.571428571,0.979591837,2,66,215,149,91.57142857,35.26530612,66,0.89,3.44,2.55,2.707142857,0.608979592,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,5.64,63.59,57.95,17.51678571,13.16377551,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,229,217,147,77.14285714,12,2,2.571428571,0,0,0.803211356,0.103692368,0.69,2.35,1.66,1.243333333,1.173797257,-151500,2,2319_BaC2N2O2,M
OCN-NCO-Be,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,4,8,4,6.571428571,1.06122449,6,67,87,20,79.85714286,5.306122449,77,9.012182,15.9994,6.987218,13.29225457,1.955194776,12.0107,54.8,3823,3768.2,1348.814286,1474.159184,54.8,2,16,14,13.14285714,3.183673469,14,2,2,0,2,0,2,66,96,30,74.57142857,6.93877551,66,1.57,3.44,1.87,2.804285714,0.497959184,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,5.64,14.76875,9.12875,9.559642857,2.976632653,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,194,182,142,74.28571429,12,2,2.571428571,0,0,0.582814787,0.07215873,0.69,1.67,0.98,1.016666667,0.692964646,-151500,2,2320_BeC2N2O2,M
OCN-NCO-Ca,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,20,14,8.857142857,3.183673469,6,7,87,80,71.28571429,18.36734694,77,12.0107,40.078,28.0673,17.73022857,6.385077551,12.0107,54.8,3823,3768.2,1285.242857,1450.146939,54.8,2,16,14,13.14285714,3.183673469,14,2,4,2,2.285714286,0.489795918,2,66,176,110,86,25.71428571,66,1,3.44,2.44,2.722857143,0.591020408,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,5.64,37.77,32.13,13.82821429,7.377959184,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,225,213,146.4285714,76.81632653,12,2,2.571428571,0,0,0.77426646,0.099049994,0.69,2.24,1.55,1.206666667,1.096015511,-151500,2,2321_CaC2N2O2,M
OCN-NCO-Cd,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,48,42,12.85714286,10.04081633,6,70,87,17,80.28571429,4.816326531,77,12.0107,112.411,100.4003,28.06351429,24.09928163,12.0107,54.8,3823,3768.2,1210.845714,1492.659592,54.8,12,16,4,14.57142857,1.06122449,14,2,5,3,2.428571429,0.734693878,2,66,144,78,81.42857143,17.87755102,66,1.69,3.44,1.75,2.821428571,0.478367347,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,4,12,8,6,1.714285714,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,5.64,19.495,13.855,11.2175,4.394285714,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,194,182,142,74.28571429,12,2,2.571428571,1.428571429,0,0.534956812,0.066284012,0.69,1.55,0.86,0.976666667,0.608111832,-151500,2,2322_CdC2N2O2,M
OCN-NCO-Co,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,27,21,9.857142857,4.897959184,6,58,87,29,78.57142857,6.775510204,77,12.0107,58.933195,46.922495,20.42382786,11.00267633,12.0107,54.8,3823,3768.2,1378.528571,1508.118367,54.8,9,16,7,14.14285714,1.551020408,14,2,4,2,2.285714286,0.489795918,2,66,126,60,78.85714286,13.46938776,66,1.88,3.44,1.56,2.848571429,0.447346939,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,7,7,1,1.714285714,0,0,0,0,0,0,0,4,9,5,5.571428571,1.224489796,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,3,3,0.428571429,0.734693878,0,0,0,0,0,0,0,2,4,2,3,0.571428571,2,5.64,14.76875,9.12875,9.896071429,2.884081633,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,1.5484712,1.5484712,0.221210171,0.379217437,0,12,194,182,142,74.28571429,12,2,2.571428571,1,0,0.455779074,0.057217922,0.69,1.36,0.67,0.913333333,0.473761543,-151500,2,2323_CoC2N2O2,M
OCN-NCO-Cu,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,29,23,10.14285714,5.387755102,6,64,87,23,79.42857143,5.795918367,77,12.0107,63.546,51.5353,21.0828,12.13234286,12.0107,54.8,3823,3768.2,1319.924286,1441.142041,54.8,11,16,5,14.42857143,1.224489796,14,2,4,2,2.285714286,0.489795918,2,66,132,66,79.71428571,14.93877551,66,1.9,3.44,1.54,2.851428571,0.444081633,2.55,1,2,1,1.857142857,0.244897959,2,0,4,4,2.571428571,1.06122449,2,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,4,11,7,5.857142857,1.551020408,4,0,1,1,0.142857143,0.244897959,0,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.714285714,0.897959184,2,5.64,14.76875,9.12875,10.01392857,3.01877551,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,225,213,146.4285714,76.81632653,12,1.857142857,2.571428571,1.428571429,0,0.447277936,0.056292114,0.69,1.34,0.65,0.906666667,0.459619408,-151500,2,2324_CuC2N2O2,M
OCN-NCO-Fe,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,26,20,9.714285714,4.653061224,6,55,87,32,78.14285714,7.265306122,77,12.0107,55.845,43.8343,19.98265714,10.24638367,12.0107,54.8,3823,3768.2,1384.671429,1515.138776,54.8,8,16,8,14,1.714285714,14,2,4,2,2.285714286,0.489795918,2,66,132,66,79.71428571,14.93877551,66,1.83,3.44,1.61,2.841428571,0.455510204,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,6,6,0.857142857,1.469387755,0,0,0,0,0,0,0,4,8,4,5.428571429,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,4,4,0.571428571,0.979591837,0,0,0,0,0,0,0,2,4,2,3.142857143,0.734693878,2,5.64,14.76875,9.12875,9.965357143,2.963265306,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,2.1106628,2.1106628,0.301523257,0.516897012,0,12,229,217,147,77.14285714,12,2,2.571428571,0.857142857,0,0.476922164,0.059560425,0.69,1.41,0.72,0.93,0.509116882,-151500,2,2325_FeC2N2O2,M
OCN-NCO-Mg,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,12,6,7.714285714,1.387755102,6,68,87,19,80,5.142857143,77,12.0107,24.305,12.2943,15.47694286,2.82084898,12.0107,54.8,3823,3768.2,1257.814286,1465.820408,54.8,2,16,14,13.14285714,3.183673469,14,2,3,1,2.142857143,0.244897959,2,66,141,75,81,17.14285714,66,1.31,3.44,2.13,2.767142857,0.540408163,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,5.64,22.89,17.25,11.7025,4.948571429,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,194,182,142,74.28571429,12,2,2.571428571,0,0,0.67832868,0.084836913,0.69,1.93,1.24,1.103333333,0.876812409,-151500,2,2326_MgC2N2O2,M
OCN-NCO-Mn,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,25,19,9.571428571,4.408163265,6,52,87,35,77.71428571,7.755102041,77,12.0107,54.938045,42.927345,19.85309214,10.02427224,12.0107,54.8,3823,3768.2,1342.957143,1467.465306,54.8,7,16,9,13.85714286,1.959183673,14,2,4,2,2.285714286,0.489795918,2,66,139,73,80.71428571,16.65306122,66,1.55,3.44,1.89,2.801428571,0.50122449,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,5,5,0.714285714,1.224489796,0,0,0,0,0,0,0,4,7,3,5.285714286,0.897959184,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,5,5,0.714285714,1.224489796,0,0,0,0,0,0,0,2,5,3,3.285714286,0.897959184,2,5.64,14.76875,9.12875,9.930726601,2.923687544,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0.000310121,0.000310121,0.0000443,0.0000759,0,12,217,205,145.2857143,76.16326531,12,2,2.571428571,0.714285714,0,0.590584604,0.073141484,0.69,1.69,1,1.023333333,0.707106781,-151500,2,2327_MnC2N2O2,M
OCN-NCO-Ni,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,28,22,10,5.142857143,6,61,87,26,79,6.285714286,77,12.0107,58.6934,46.6827,20.38957143,10.94395102,12.0107,54.8,3823,3768.2,1372.814286,1501.587755,54.8,10,16,6,14.28571429,1.387755102,14,2,4,2,2.285714286,0.489795918,2,66,124,58,78.57142857,12.97959184,66,1.91,3.44,1.53,2.852857143,0.44244898,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,8,8,1.142857143,1.959183673,0,0,0,0,0,0,0,4,10,6,5.714285714,1.387755102,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,2,2,0.285714286,0.489795918,0,0,0,0,0,0,0,2,4,2,2.857142857,0.734693878,2,5.64,14.76875,9.12875,9.906785714,2.896326531,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0.5953947,0.5953947,0.085056386,0.145810947,0,12,225,213,146.4285714,76.81632653,12,2,2.571428571,1.142857143,0,0.443019473,0.055831816,0.69,1.33,0.64,0.903333333,0.45254834,-151500,2,2328_NiC2N2O2,M
OCN-NCO-Pb,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,82,76,17.71428571,18.36734694,6,77,87,10,81.85714286,3.020408163,77,12.0107,207.2,195.1893,41.6048,47.31291429,12.0107,54.8,3823,3768.2,1211.758571,1492.137959,54.8,14,16,2,14.85714286,0.734693878,14,2,6,4,2.571428571,0.979591837,2,66,146,80,81.71428571,18.36734694,66,2.33,3.44,1.11,2.912857143,0.373877551,2.55,2,2,0,2,0,2,2,4,2,2.857142857,0.734693878,2,0,10,10,1.428571429,2.448979592,0,0,14,14,2,3.428571429,0,4,28,24,8.285714286,5.632653061,4,0,0,0,0,0,0,2,4,2,3.142857143,0.734693878,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3.142857143,0.734693878,2,5.64,28.11,22.47,12.44821429,5.800816327,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,225,213,146.4285714,76.81632653,12,2,2.857142857,1.428571429,2,0.265103055,0.03876644,0.69,0.91,0.22,0.763333333,0.155563492,-151500,2,2329_PbC2N2O2,M
OCN-NCO-Pd,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,46,40,12.57142857,9.551020408,6,62,87,25,79.14285714,6.12244898,77,12.0107,106.42,94.4093,27.20765714,22.63209796,12.0107,54.8,3823,3768.2,1387.107143,1517.922449,54.8,10,16,6,14.28571429,1.387755102,14,2,5,3,2.428571429,0.734693878,2,66,139,73,80.71428571,16.65306122,66,2.2,3.44,1.24,2.894285714,0.395102041,2.55,0,2,2,1.714285714,0.489795918,2,0,4,4,2.571428571,1.06122449,2,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,4,10,6,5.714285714,1.387755102,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,5.64,14.76875,9.12875,10.49107143,3.564081633,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,225,213,146.4285714,76.81632653,12,1.714285714,2.571428571,1.428571429,0,0.319140971,0.043479985,0.69,1.04,0.35,0.806666667,0.247487373,-151500,2,2330_PdC2N2O2,M
OCN-NCO-Pt,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,78,72,17.14285714,17.3877551,6,63,87,24,79.28571429,5.959183673,77,12.0107,195.084,183.0733,39.87394286,44.34573061,12.0107,54.8,3823,3768.2,1417.585714,1552.755102,54.8,10,16,6,14.28571429,1.387755102,14,2,6,4,2.571428571,0.979591837,2,66,136,70,80.28571429,15.91836735,66,2.28,3.44,1.16,2.905714286,0.382040816,2.55,1,2,1,1.857142857,0.244897959,2,0,4,4,2.571428571,1.06122449,2,0,9,9,1.285714286,2.204081633,0,0,14,14,2,3.428571429,0,4,24,20,7.714285714,4.653061224,4,0,1,1,0.142857143,0.244897959,0,0,4,4,2.571428571,1.06122449,2,0,1,1,0.142857143,0.244897959,0,0,0,0,0,0,0,2,4,2,2.857142857,0.734693878,2,5.64,15.02,9.38,10.57821429,3.663673469,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,225,213,146.4285714,76.81632653,12,1.857142857,2.571428571,1.285714286,2,0.285662686,0.040507004,0.69,0.96,0.27,0.78,0.190918831,-151500,2,2331_PtC2N2O2,M
OCN-NCO-Sr,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,38,32,11.42857143,7.591836735,6,8,87,79,71.42857143,18.12244898,77,12.0107,87.62,75.6093,24.52194286,18.02801633,12.0107,54.8,3823,3768.2,1275.957143,1455.453061,54.8,2,16,14,13.14285714,3.183673469,14,2,5,3,2.428571429,0.734693878,2,66,195,129,88.71428571,30.36734694,66,0.95,3.44,2.49,2.715714286,0.599183673,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,5.64,54.23,48.59,16.17964286,10.87153061,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,225,213,146.4285714,76.81632653,12,2,2.571428571,0,0,0.787757332,0.101190572,0.69,2.29,1.6,1.223333333,1.13137085,-151500,2,2332_SrC2N2O2,M
