Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,Compound_id,Thermo_stability_level
NC-I-Be,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,4,53,49,17.5,17.75,4,67,96,29,80.5,8.5,67,9.012182,126.90447,117.892288,40.483513,43.2104785,9.012182,63.05,3823,3759.95,1458.225,1233.275,63.05,2,17,15,12,5,2,2,5,3,2.75,1.125,2,71,139,68,95.5,22,71,1.57,3.04,1.47,2.455,0.4425,1.57,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,17,15,7,5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,43.015,37.375,17.8284375,12.59328125,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,194,130,161.5,48.75,64,2,2.5,2.5,0,0.417382851,0.061533989,0.3,1.28,0.98,0.79,0.692964646,-158100,2,1905_BeCIN,L
NC-I-Ca,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,21.5,15.75,6,7,96,89,65.5,29.25,7,12.0107,126.90447,114.89377,48.2499675,39.32725125,12.0107,63.05,3823,3759.95,1346.975,1238.0125,63.05,2,17,15,12,5,2,2,5,3,3.25,1.25,2,71,176,105,115.5,42,71,1,3.04,2.04,2.3125,0.65625,1,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,17,15,7,5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,43.015,37.375,25.2984375,15.0940625,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,225,161,169.25,52.625,64,2,2.5,2.5,0,0.646686672,0.10580159,0.3,1.85,1.55,1.075,1.096015511,-158100,2,1906_CaCIN,M
NC-I-Cd,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,28.5,22,6,70,96,26,81.25,7.75,70,12.0107,126.90447,114.89377,66.3332175,53.3245175,12.0107,63.05,3823,3759.95,1216.78,1303.11,63.05,12,17,5,14.5,1.5,12,2,5,3,3.5,1.5,2,71,144,73,107.5,34,71,1.69,3.04,1.35,2.485,0.3975,1.69,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,5,5,0,0,0,0,0,0,0,4,17,13,9.5,5,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,43.015,37.375,20.7296875,11.14265625,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,194,130,161.5,48.75,64,2,2.5,5,0,0.365948438,0.052568978,0.3,1.16,0.86,0.73,0.608111832,-158100,2,1907_CdCIN,L
NC-I-Co,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,23.25,16.75,6,58,96,38,78.25,10.75,58,12.0107,126.90447,114.89377,52.96376625,39.95506625,12.0107,63.05,3823,3759.95,1510.225,1285.275,63.05,9,17,8,13.75,2.375,9,2,5,3,3.25,1.25,2,71,139,68,103,29.5,71,1.88,3.04,1.16,2.5325,0.32625,1.88,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,4.25,4.25,0,0,0,0,0,0,0,4,17,13,8.75,4.25,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,4,3,2.75,0.875,1,5.64,43.015,37.375,18.4171875,12.29890625,5.64,0,6.437,6.437,2.99875,2.46775,0,0,1.5484712,1.5484712,0.3871178,0.5806767,0,64,194,130,161.5,48.75,64,2,2.5,4.25,0,0.285662686,0.039353299,0.3,0.97,0.67,0.635,0.473761543,-158100,2,1908_CoCIN,L
NC-I-Cu,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,23.75,17.25,6,64,96,32,79.75,9.25,64,12.0107,126.90447,114.89377,54.1169675,41.1082675,12.0107,63.05,3823,3759.95,1407.6675,1207.66625,63.05,11,17,6,14.25,1.75,11,2,5,3,3.25,1.25,2,71,139,68,104.5,31,71,1.9,3.04,1.14,2.5375,0.31875,1.9,1,2,1,1.75,0.375,1,0,5,5,2.5,1.5,0,0,10,10,5,5,0,0,0,0,0,0,0,4,17,13,9.25,4.75,4,0,1,1,0.25,0.375,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.25,1.25,1,5.64,43.015,37.375,18.6234375,12.19578125,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,225,161,169.25,52.625,64,1.75,2.5,5,0,0.27740039,0.038052034,0.3,0.95,0.65,0.625,0.459619408,-158100,2,1909_CuCIN,L
NC-I-Fe,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,23,16.5,6,55,96,41,77.5,11.5,55,12.0107,126.90447,114.89377,52.1917175,39.1830175,12.0107,63.05,3823,3759.95,1520.975,1296.025,63.05,8,17,9,13.5,2.75,8,2,5,3,3.25,1.25,2,71,139,68,104.5,31,71,1.83,3.04,1.21,2.52,0.345,1.83,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,4,4,0,0,0,0,0,0,0,4,17,13,8.5,4.25,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,4,4,1,1.5,0,0,0,0,0,0,0,1,4,3,3,1,1,5.64,43.015,37.375,18.5384375,12.23828125,5.64,0,6.437,6.437,2.99875,2.46775,0,0,2.1106628,2.1106628,0.5276657,0.79149855,0,64,229,165,170.25,53.125,64,2,2.5,4,0,0.306514536,0.042688353,0.3,1.02,0.72,0.66,0.509116882,-158100,2,1910_FeCIN,L
NC-I-Mg,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,19.5,16.75,6,68,96,28,80.75,8.25,68,12.0107,126.90447,114.89377,44.3067175,41.29887625,12.0107,63.05,3823,3759.95,1298.975,1262.0125,63.05,2,17,15,12,5,2,2,5,3,3,1,2,71,141,70,106.75,33.25,71,1.31,3.04,1.73,2.39,0.54,1.31,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,17,15,7,5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,43.015,37.375,21.5784375,11.3740625,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,194,130,161.5,48.75,64,2,2.5,2.5,0,0.526794252,0.081788704,0.3,1.54,1.24,0.92,0.876812409,-158100,2,1911_MgCIN,M
NC-I-Mn,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,22.75,16.25,6,52,96,44,76.75,12.375,52,12.0107,126.90447,114.89377,51.96497875,38.95627875,12.0107,63.05,3823,3759.95,1447.975,1223.025,63.05,7,17,10,13.25,3.125,7,2,5,3,3.25,1.25,2,71,139,68,106.25,32.75,71,1.55,3.04,1.49,2.45,0.45,1.55,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,3.75,3.75,0,0,0,0,0,0,0,4,17,13,8.25,4.375,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,5,4,3.25,1.25,1,5.64,43.015,37.375,18.47783405,12.26858297,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0.000310121,0.000310121,0.0000775,0.000116295,0,64,217,153,167.25,51.625,64,2,2.5,3.75,0,0.42594209,0.063061248,0.3,1.3,1,0.8,0.707106781,-158100,2,1912_MnCIN,M
NC-I-Ni,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,23.5,17,6,61,96,35,79,10,61,12.0107,126.90447,114.89377,52.9038175,39.8951175,12.0107,63.05,3823,3759.95,1500.225,1275.275,63.05,10,17,7,14,2,10,2,5,3,3.25,1.25,2,71,139,68,102.5,29,71,1.91,3.04,1.13,2.54,0.315,1.91,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,4.5,4.5,0,0,0,0,0,0,0,4,17,13,9,4.5,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,2,2,0.5,0.75,0,0,0,0,0,0,0,1,4,3,2.5,1,1,5.64,43.015,37.375,18.4359375,12.28953125,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,64,225,161,169.25,52.625,64,2,2.5,4.5,0,0.273287979,0.037408757,0.3,0.94,0.64,0.62,0.45254834,-158100,2,1913_NiCIN,L
NC-I-Pb,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,82,76,37,30.5,6,77,96,19,84,6,77,12.0107,207.2,195.1893,90.0304675,77.0217675,12.0107,63.05,3823,3759.95,1218.3775,1302.31125,63.05,14,17,3,15,1,14,2,6,4,3.75,1.75,2,71,146,75,108,34.5,71,2.33,3.04,0.71,2.645,0.205,2.33,2,2,0,2,0,2,2,5,3,3,1,2,0,10,10,5,5,0,0,14,14,3.5,5.25,0,4,28,24,13.5,9,4,0,0,0,0,0,0,1,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,1,1,5.64,43.015,37.375,22.8834375,12.6790625,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,225,161,169.25,52.625,64,2,3,5,3.5,0.118407193,0.015876727,0.3,0.52,0.22,0.41,0.155563492,-158100,2,1914_PbCIN,L
NC-I-Pd,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,28,21.5,6,62,96,34,79.25,9.75,62,12.0107,126.90447,114.89377,64.8354675,51.8267675,12.0107,63.05,3823,3759.95,1525.2375,1300.2875,63.05,10,17,7,14,2,10,2,5,3,3.5,1.5,2,71,139,68,106.25,32.75,71,2.2,3.04,0.84,2.6125,0.2375,2.2,0,2,2,1.5,0.75,0,0,5,5,2.5,1.5,0,0,10,10,5,5,0,0,0,0,0,0,0,4,17,13,9,4.5,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,43.015,37.375,19.4584375,11.77828125,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,225,161,169.25,52.625,64,1.5,2.5,5,0,0.161717397,0.021258685,0.3,0.65,0.35,0.475,0.247487373,-158100,2,1915_PdCIN,L
NC-I-Pt,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,78,72,36,29.5,6,63,96,33,79.5,9.5,63,12.0107,195.084,183.0733,87.0014675,73.9927675,12.0107,63.05,3823,3759.95,1578.575,1353.625,63.05,10,17,7,14,2,10,2,6,4,3.75,1.75,2,71,139,68,105.5,32,71,2.28,3.04,0.76,2.6325,0.2175,2.28,1,2,1,1.75,0.375,1,0,5,5,2.5,1.5,0,0,10,10,4.75,4.75,0,0,14,14,3.5,5.25,0,4,24,20,12.5,8,4,0,1,1,0.25,0.375,0,0,4,4,2,1.5,0,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,4,3,2.5,1,1,5.64,43.015,37.375,19.6109375,11.70203125,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,225,161,169.25,52.625,64,1.75,2.5,4.75,3.5,0.134458538,0.01779439,0.3,0.57,0.27,0.435,0.190918831,-158100,2,1916_PtCIN,L
NC-I-Sr,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,26,19.5,6,8,96,88,65.75,28.875,8,12.0107,126.90447,114.89377,60.1354675,47.1267675,12.0107,63.05,3823,3759.95,1330.725,1246.1375,63.05,2,17,15,12,5,2,2,5,3,3.5,1.5,2,71,195,124,120.25,46.75,71,0.95,3.04,2.09,2.3,0.675,0.95,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,17,15,7,5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,54.23,48.59,29.4134375,19.2090625,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,225,161,169.25,52.625,64,2,2.5,2.5,0,0.664463656,0.109530722,0.3,1.9,1.6,1.1,1.13137085,-158100,2,1917_SrCIN,M
NC-I-Zn,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,53,47,24,17.5,6,69,96,27,81,8,69,12.0107,126.90447,114.89377,54.5754675,41.5667675,12.0107,63.05,3823,3759.95,1241.395,1290.8025,63.05,12,17,5,14.5,1.5,12,2,5,3,3.25,1.25,2,71,139,68,102,28.5,71,1.65,3.04,1.39,2.475,0.4125,1.65,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,5,5,0,0,0,0,0,0,0,4,17,13,9.5,5,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,43.015,37.375,19.3459375,11.83453125,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,194,130,161.5,48.75,64,2,2.5,5,0,0.3830856,0.05551485,0.3,1.2,0.9,0.75,0.636396103,-158100,2,1918_ZnCIN,L
NCO-Br-Ba,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,56,50,22.4,18.48,6,9,95,86,70,24.4,9,12.0107,137.327,125.3163,51.84956,45.412752,12.0107,54.8,3823,3768.2,1041.33,1112.668,54.8,2,17,15,12.8,4.32,2,2,6,4,3.2,1.44,2,66,215,149,109.6,46.32,66,0.89,3.44,2.55,2.576,0.6848,0.89,2,2,0,2,0,2,0,5,5,2.8,1.44,0,0,10,10,2,3.2,0,0,0,0,0,0,0,2,17,15,6.8,4.08,2,0,0,0,0,0,0,0,4,4,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.2,0,5.64,63.59,57.95,24.51675,17.6146,5.64,0,6.437,6.437,2.478,2.3908,0,0,0,0,0,0,0,12,229,217,138.6,80.48,12,2,2.8,2,0,0.803211356,0.120779185,0.596666667,2.256666667,1.66,1.426666667,1.173797257,-209200,2,1919_BaBrCNO,M
NCO-Br-Be,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,4,35,31,12,9.2,4,67,95,28,81.6,7.68,67,9.012182,79.904,70.891818,26.1865964,21.48696144,9.012182,54.8,3823,3768.2,1153.33,1230.536,54.8,2,17,15,12.8,4.32,2,2,4,2,2.4,0.64,2,66,120,54,85.8,17.76,66,1.57,3.44,1.87,2.712,0.5216,1.57,2,2,0,2,0,2,0,5,5,2.8,1.44,0,0,10,10,2,3.2,0,0,0,0,0,0,0,2,17,15,6.8,4.08,2,0,0,0,0,0,0,0,4,4,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.2,0,5.64,29.48,23.84,13.37675,6.9981,5.64,0,6.437,6.437,2.478,2.3908,0,0,0,0,0,0,0,12,194,182,131.6,74.88,12,2,2.8,2,0,0.582814787,0.078903188,0.596666667,1.576666667,0.98,1.086666667,0.692964646,-209200,2,1920_BeBrCNO,M
NCO-Br-Ca,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,35,29,15.2,9.84,6,7,95,88,69.6,25.04,7,12.0107,79.904,67.8933,32.39976,22.072992,12.0107,54.8,3823,3768.2,1064.33,1123.736,54.8,2,17,15,12.8,4.32,2,2,4,2,2.8,0.96,2,66,176,110,101.8,36.96,66,1,3.44,2.44,2.598,0.6584,1,2,2,0,2,0,2,0,5,5,2.8,1.44,0,0,10,10,2,3.2,0,0,0,0,0,0,0,2,17,15,6.8,4.08,2,0,0,0,0,0,0,0,4,4,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.2,0,5.64,37.77,32.13,19.35275,11.4178,5.64,0,6.437,6.437,2.478,2.3908,0,0,0,0,0,0,0,12,225,213,137.8,79.84,12,2,2.8,2,0,0.77426646,0.114623612,0.596666667,2.146666667,1.55,1.371666667,1.096015511,-209200,2,1921_CaBrCNO,M
NCO-Br-Cd,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,48,42,20.8,16.56,6,70,95,25,82.2,7.04,70,12.0107,112.411,100.4003,46.86636,39.432912,12.0107,54.8,3823,3768.2,960.174,1145.1304,54.8,12,17,5,14.8,1.44,12,2,5,3,3,1.2,2,66,144,78,95.4,29.28,66,1.69,3.44,1.75,2.736,0.4928,1.69,2,2,0,2,0,2,0,5,5,2.8,1.44,0,0,10,10,4,4.8,0,0,0,0,0,0,0,4,17,13,8.8,4.56,4,0,0,0,0,0,0,0,4,4,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.2,0,5.64,29.48,23.84,15.69775,7.0318,5.64,0,6.437,6.437,2.478,2.3908,0,0,0,0,0,0,0,12,194,182,131.6,74.88,12,2,2.8,4,0,0.534956812,0.07109607,0.596666667,1.456666667,0.86,1.026666667,0.608111832,-209200,2,1922_CdBrCNO,H
NCO-Br-Co,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,35,29,16.6,11.52,6,58,95,37,79.8,9.84,58,12.0107,79.904,67.8933,36.170799,26.5982388,12.0107,54.8,3823,3768.2,1194.93,1280.456,54.8,9,17,8,14.2,2.16,9,2,4,2,2.8,0.96,2,66,126,60,91.8,24.96,66,1.88,3.44,1.56,2.774,0.4472,1.88,2,2,0,2,0,2,0,5,5,2.8,1.44,0,0,10,10,3.4,4.08,0,0,0,0,0,0,0,4,17,13,8.2,3.84,4,0,0,0,0,0,0,0,4,4,2,1.2,0,0,3,3,0.6,0.96,0,0,0,0,0,0,0,1,4,3,2.6,0.88,1,5.64,29.48,23.84,13.84775,6.6213,5.64,0,6.437,6.437,2.478,2.3908,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,131.6,74.88,12,2,2.8,3.4,0,0.455779074,0.05905508,0.596666667,1.266666667,0.67,0.931666667,0.473761543,-209200,2,1923_CoBrCNO,H
NCO-Br-Cu,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,35,29,17,12,6,64,95,31,81,8.4,64,12.0107,79.904,67.8933,37.09336,27.705312,12.0107,54.8,3823,3768.2,1112.884,1182.0008,54.8,11,17,6,14.6,1.68,11,2,4,2,2.8,0.96,2,66,132,66,93,26.4,66,1.9,3.44,1.54,2.778,0.4424,1.9,1,2,1,1.8,0.32,1,0,5,5,2.8,1.44,0,0,10,10,4,4.8,0,0,0,0,0,0,0,4,17,13,8.6,4.32,4,0,1,1,0.2,0.32,0,0,4,4,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.2,1.04,1,5.64,29.48,23.84,14.01275,6.4893,5.64,0,6.437,6.437,2.478,2.3908,0,0,0,0,0,0,0,12,225,213,137.8,79.84,12,1.8,2.8,4,0,0.447277936,0.057826326,0.596666667,1.246666667,0.65,0.921666667,0.459619408,-209200,2,1924_CuBrCNO,M
NCO-Br-Fe,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,35,29,16.4,11.28,6,55,95,40,79.2,10.56,55,12.0107,79.904,67.8933,35.55316,25.857072,12.0107,54.8,3823,3768.2,1203.53,1290.776,54.8,8,17,9,14,2.4,8,2,4,2,2.8,0.96,2,66,132,66,93,26.4,66,1.83,3.44,1.61,2.764,0.4592,1.83,2,2,0,2,0,2,0,5,5,2.8,1.44,0,0,10,10,3.2,3.84,0,0,0,0,0,0,0,4,17,13,8,3.6,4,0,0,0,0,0,0,0,4,4,2,1.2,0,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,4,3,2.8,1.04,1,5.64,29.48,23.84,13.94475,6.5437,5.64,0,6.437,6.437,2.478,2.3908,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,138.6,80.48,12,2,2.8,3.2,0,0.476922164,0.062164944,0.596666667,1.316666667,0.72,0.956666667,0.509116882,-209200,2,1925_FeBrCNO,M
NCO-Br-Mg,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,35,29,13.6,8.56,6,68,95,27,81.8,7.44,68,12.0107,79.904,67.8933,29.24516,20.263536,12.0107,54.8,3823,3768.2,1025.93,1118.828,54.8,2,17,15,12.8,4.32,2,2,4,2,2.6,0.72,2,66,141,75,94.8,28.56,66,1.31,3.44,2.13,2.66,0.584,1.31,2,2,0,2,0,2,0,5,5,2.8,1.44,0,0,10,10,2,3.2,0,0,0,0,0,0,0,2,17,15,6.8,4.08,2,0,0,0,0,0,0,0,4,4,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.2,0,5.64,29.48,23.84,16.37675,7.8466,5.64,0,6.437,6.437,2.478,2.3908,0,0,0,0,0,0,0,12,194,182,131.6,74.88,12,2,2.8,2,0,0.67832868,0.095752364,0.596666667,1.836666667,1.24,1.216666667,0.876812409,-209200,2,1926_MgBrCNO,M
NCO-Br-Mn,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,35,29,16.2,11.04,6,52,95,43,78.6,11.28,52,12.0107,79.904,67.8933,35.371769,25.6394028,12.0107,54.8,3823,3768.2,1145.13,1220.696,54.8,7,17,10,13.8,2.72,7,2,4,2,2.8,0.96,2,66,139,73,94.4,28.08,66,1.55,3.44,1.89,2.708,0.5264,1.55,2,2,0,2,0,2,0,5,5,2.8,1.44,0,0,10,10,3,3.6,0,0,0,0,0,0,0,4,17,13,7.8,3.68,4,0,0,0,0,0,0,0,4,4,2,1.2,0,0,5,5,1,1.6,0,0,0,0,0,0,0,1,5,4,3,1.2,1,5.64,29.48,23.84,13.89626724,6.582486207,5.64,0,6.437,6.437,2.478,2.3908,0,0,0.000310121,0.000310121,0.000062,0.0000992,0,12,217,205,136.2,78.56,12,2,2.8,3,0,0.590584604,0.080209352,0.596666667,1.596666667,1,1.096666667,0.707106781,-209200,2,1927_MnBrCNO,M
NCO-Br-Ni,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,6,35,29,16.8,11.76,6,61,95,34,80.4,9.12,61,12.0107,79.904,67.8933,36.12284,26.540688,12.0107,54.8,3823,3768.2,1186.93,1270.856,54.8,10,17,7,14.4,1.92,10,2,4,2,2.8,0.96,2,66,124,58,91.4,24.48,66,1.91,3.44,1.53,2.78,0.44,1.91,2,2,0,2,0,2,0,5,5,2.8,1.44,0,0,10,10,3.6,4.32,0,0,0,0,0,0,0,4,17,13,8.4,4.08,4,0,0,0,0,0,0,0,4,4,2,1.2,0,0,2,2,0.4,0.64,0,0,0,0,0,0,0,1,4,3,2.4,0.88,1,5.64,29.48,23.84,13.86275,6.6093,5.64,0,6.437,6.437,2.478,2.3908,0,0,0.5953947,0.5953947,0.11907894,0.190526304,0,12,225,213,137.8,79.84,12,2,2.8,3.6,0,0.443019473,0.057215486,0.596666667,1.236666667,0.64,0.916666667,0.45254834,-209200,2,1928_NiBrCNO,H
